State,Area code,International plan,Voice mail plan,Number vmail messages,Total intl calls,Customer service calls,Churn,Bin_Total day minutes,Bin_Total day calls,Bin_Total day charge,Bin_Total eve minutes,Bin_Total eve calls,Bin_Total eve charge,Bin_Total night minutes,Bin_Total night calls,Bin_Total night charge,Bin_Total intl minutes,Bin_Total intl charge,Bin_Total minutes,Bin_Total calls,Bin_Total charge,Bin_Account length
IL,415,0,1,31,4,0,0,6,7,6,7,6,7,4,7,4,5,5,6,6,6,4
NC,510,1,1,33,13,0,0,4,6,4,5,7,5,7,6,7,5,5,5,6,4,3
VT,510,0,1,28,8,1,0,6,5,6,9,8,9,6,8,6,6,6,8,7,7,5
DC,415,0,1,17,5,1,0,7,5,7,7,6,7,5,5,5,9,9,7,4,7,4
VT,408,0,0,0,6,3,0,3,7,3,8,8,8,6,5,6,5,5,6,7,5,5
NV,415,0,0,0,2,5,0,7,7,7,5,7,5,4,4,4,6,6,5,6,6,4
OR,415,1,0,0,11,2,0,4,4,4,7,6,7,2,7,2,6,6,3,5,4,3
AL,408,0,0,0,6,1,0,7,5,7,4,7,4,4,6,4,8,8,5,6,6,5
ND,408,0,1,19,6,1,0,6,6,6,5,4,5,6,5,6,8,8,5,3,5,6
ME,408,0,0,0,9,0,0,7,5,7,6,7,6,5,6,5,5,5,7,6,7,7
IL,415,0,0,0,2,2,0,6,6,6,8,7,8,3,5,3,5,5,5,5,6,6
WA,408,0,0,0,5,0,0,8,7,8,2,7,2,6,7,6,6,6,5,7,6,7
KS,510,0,0,0,3,3,0,7,6,7,8,5,8,6,5,6,5,5,8,4,7,7
RI,415,0,0,0,6,3,0,4,6,4,7,6,7,7,6,7,4,4,6,6,5,3
IA,510,0,0,0,7,2,0,8,9,8,5,7,5,5,8,5,4,4,6,9,7,3
NV,415,0,0,0,4,1,0,6,6,6,6,7,6,7,5,7,5,5,7,6,6,7
WI,415,0,1,37,8,1,0,6,6,6,5,7,5,5,4,5,6,6,5,5,6,6
HI,415,0,0,0,6,2,0,6,7,6,5,8,5,6,5,6,5,5,6,7,5,7
MO,415,0,0,0,3,1,0,5,9,5,6,7,6,6,6,6,8,8,5,8,5,3
MO,408,0,0,0,13,1,0,6,5,6,5,6,5,6,7,6,7,7,6,5,6,2
CT,510,0,0,0,4,3,0,5,7,5,6,7,6,2,6,2,5,5,3,6,4,7
MD,415,0,0,0,9,4,0,6,7,6,5,5,5,4,7,4,5,5,5,6,6,3
OH,415,0,1,27,3,0,0,7,8,7,8,8,8,4,4,4,6,6,7,7,7,5
NV,510,0,0,0,5,1,0,5,5,5,5,6,5,6,5,6,5,5,4,4,4,4
MD,408,0,0,0,7,0,0,6,6,6,7,8,7,4,6,4,2,2,6,6,6,2
OH,408,0,0,0,5,0,0,3,10,3,7,6,7,7,5,7,8,8,6,7,5,6
OK,510,0,1,43,3,1,0,6,5,6,5,8,5,6,4,6,6,6,6,5,6,7
MA,408,0,0,0,1,1,0,5,7,5,7,7,7,8,4,8,5,5,8,6,6,7
WA,415,0,0,0,3,5,0,6,7,6,4,6,4,5,6,5,6,6,5,6,5,5
HI,415,0,1,15,4,1,0,5,8,5,7,7,7,4,5,4,5,5,5,7,5,6
CO,415,0,0,0,2,1,0,4,7,4,9,5,9,4,7,4,4,4,6,6,5,6
FL,415,1,0,0,4,1,0,8,5,8,6,5,6,3,8,3,3,3,6,6,7,6
WI,415,0,0,0,0,1,0,9,4,9,5,7,5,2,3,2,0,0,4,3,6,3
WY,408,0,0,0,7,1,0,5,5,5,6,6,6,5,3,5,6,6,5,3,5,2
GA,510,0,0,0,8,3,0,4,5,4,6,8,6,8,7,8,4,4,6,7,5,4
FL,415,0,0,0,3,1,0,5,7,5,8,7,8,3,8,3,4,4,5,8,5,6
WY,408,0,0,0,12,1,0,5,6,5,8,7,8,1,6,1,4,4,3,6,4,2
DE,415,0,0,0,7,2,0,8,6,8,4,5,4,4,5,4,8,8,5,4,6,3
ME,408,0,1,26,3,2,0,8,7,8,7,8,7,5,5,5,3,3,7,7,7,3
DC,510,0,1,31,3,0,0,4,8,4,6,7,6,5,5,5,5,5,4,7,4,5
IA,408,0,0,0,7,1,0,5,5,5,8,6,8,7,4,7,4,4,7,3,6,6
CO,415,0,0,0,4,2,0,6,7,6,7,5,7,6,5,6,3,3,7,6,6,5
MN,415,0,0,0,5,0,0,6,7,6,2,6,2,5,7,5,7,7,3,7,4,5
AZ,510,0,0,0,5,1,0,4,6,4,5,7,5,5,7,5,4,4,4,7,3,4
MD,415,0,0,0,3,2,0,5,8,5,6,6,6,5,5,5,5,5,5,6,5,5
VT,415,0,0,0,7,2,0,4,7,4,5,8,5,5,6,5,8,8,4,8,4,6
DC,408,0,1,35,7,0,0,7,7,7,6,7,6,5,6,5,8,8,6,7,6,5
WY,415,0,0,0,2,1,0,4,8,4,6,8,6,7,4,7,4,4,6,7,5,6
VA,510,1,1,29,6,0,0,4,7,4,4,6,4,6,4,6,3,3,4,5,4,3
HI,510,0,0,0,6,7,0,5,4,5,7,7,7,5,7,5,5,5,6,6,5,7
WI,415,0,0,0,8,0,0,7,6,7,6,5,6,4,6,4,3,3,5,5,6,3
UT,415,0,1,24,2,1,0,4,6,4,4,5,4,6,3,6,9,9,4,2,4,5
CO,408,0,0,0,4,6,0,6,6,6,5,7,5,6,3,6,8,8,6,4,6,1
NC,415,0,1,25,6,0,0,3,6,3,5,7,5,7,5,7,3,3,4,6,3,6
NJ,415,0,1,32,5,0,0,5,5,5,5,8,5,5,6,5,5,5,5,6,5,2
IA,510,0,0,0,3,2,0,5,6,5,4,6,4,4,5,4,6,6,3,4,4,2
GA,408,0,1,24,4,1,0,7,8,7,8,4,8,8,7,8,6,6,10,6,8,3
MO,408,0,0,0,3,2,0,3,8,3,4,6,4,5,7,5,4,4,3,7,3,7
WY,415,0,0,0,5,2,0,3,5,3,8,8,8,6,6,6,7,7,6,6,5,5
HI,415,0,0,0,6,0,0,4,6,4,4,6,4,8,4,8,5,5,5,5,3,3
PA,408,0,0,0,2,1,0,7,5,7,6,7,6,9,7,9,3,3,9,6,7,3
TX,415,0,0,0,4,1,0,6,7,6,4,6,4,5,6,5,6,6,5,6,5,6
VA,510,0,0,0,2,1,0,4,7,4,5,4,5,4,5,4,5,5,3,4,3,6
RI,415,0,0,0,14,1,0,4,4,4,7,5,7,5,4,5,3,3,5,3,4,3
WI,415,0,0,0,5,1,0,7,8,7,4,3,4,10,6,10,5,5,8,5,7,4
NC,415,0,0,0,2,1,0,3,9,3,3,7,3,5,4,5,6,6,2,6,2,2
NV,415,0,0,0,6,0,0,6,8,6,3,5,3,5,5,5,7,7,4,5,5,6
UT,415,0,1,24,5,0,0,4,8,4,6,4,6,4,7,4,6,6,4,6,4,4
ME,510,0,1,24,5,2,0,6,9,6,5,6,5,5,3,5,4,4,4,6,5,9
HI,415,0,0,0,5,1,0,7,7,7,4,7,4,6,6,6,4,4,6,6,6,1
OH,415,0,0,0,4,0,0,4,7,4,7,7,7,7,6,7,5,5,6,7,5,4
OK,415,0,0,0,2,1,0,6,6,6,9,7,9,4,6,4,5,5,7,6,7,4
AL,408,0,0,0,2,1,0,4,6,4,4,7,4,5,7,5,6,6,3,6,3,9
MD,408,0,0,0,3,4,0,7,6,7,7,7,7,7,5,7,7,7,8,5,7,4
NE,510,0,1,37,4,0,0,5,7,5,7,7,7,7,5,7,5,5,7,6,6,4
TX,415,0,0,0,2,1,0,4,8,4,6,4,6,7,6,7,8,8,6,5,5,6
OH,408,0,0,0,8,2,0,3,6,3,5,7,5,8,4,8,6,6,5,5,4,3
DE,415,0,0,0,4,0,0,5,9,5,7,7,7,5,6,5,8,8,6,8,6,5
VT,415,0,0,0,2,0,0,7,6,7,4,7,4,5,6,5,4,4,5,6,6,6
OR,510,0,0,0,2,1,0,6,7,6,6,8,6,7,4,7,7,7,7,6,6,6
NC,415,0,0,0,6,2,0,6,6,6,4,5,4,6,7,6,6,6,5,5,5,5
ID,408,0,0,0,3,1,0,5,6,5,5,8,5,7,6,7,5,5,5,6,5,5
AL,408,0,0,0,3,1,0,7,8,7,7,6,7,5,4,5,6,6,6,5,7,4
AK,415,0,0,0,3,1,0,3,8,3,7,7,7,4,4,4,4,4,4,6,4,5
PA,415,0,0,0,2,3,0,6,6,6,5,6,5,4,8,4,6,6,5,6,5,3
NV,415,1,0,0,15,0,0,5,5,5,8,5,8,5,7,5,5,5,6,4,6,6
AL,510,0,1,23,3,3,0,7,6,7,6,6,6,5,7,5,7,7,6,6,7,4
GA,408,0,0,0,5,2,0,5,7,5,4,6,4,5,6,5,7,7,4,6,4,3
AR,415,0,0,0,3,3,0,6,7,6,6,1,6,6,4,6,7,7,6,1,6,1
MA,408,0,0,0,3,0,0,7,5,7,9,3,9,4,6,4,3,3,7,3,7,4
MO,415,0,1,30,5,1,0,5,5,5,5,6,5,7,4,7,6,6,6,4,5,6
NY,408,0,1,31,2,1,0,6,8,6,6,6,6,5,5,5,7,7,6,7,6,1
AZ,415,0,0,0,4,0,0,6,8,5,7,7,7,3,4,3,7,7,5,6,6,3
WV,408,0,0,0,3,0,0,7,9,7,6,8,6,3,5,3,5,5,5,8,6,2
SC,415,0,0,0,4,0,0,6,5,6,8,4,8,3,5,3,5,5,6,2,6,4
VT,415,0,0,0,1,1,0,6,8,6,7,8,7,6,2,6,6,6,6,5,6,4
LA,415,0,0,0,3,1,0,7,6,7,5,6,5,4,5,4,6,6,5,5,6,4
OH,408,0,0,0,2,0,0,5,6,5,5,6,5,3,5,3,7,7,4,5,4,6
OR,510,0,1,31,7,6,0,4,6,4,8,5,8,5,4,5,5,5,6,4,5,1
KY,415,0,0,0,6,0,0,4,5,4,4,7,4,7,3,7,7,7,5,4,4,5
OR,415,0,0,0,5,0,0,4,5,4,6,8,6,6,7,6,4,4,5,6,4,7
MO,408,0,1,24,4,1,0,4,6,4,7,6,7,7,4,7,4,4,6,4,5,5
ND,415,0,1,33,18,1,0,5,7,5,5,6,5,6,6,6,7,7,5,7,5,4
MN,510,0,0,0,4,1,0,7,7,7,7,7,7,6,6,6,5,5,7,7,7,4
NV,415,0,0,0,1,1,0,5,7,5,9,7,9,5,4,5,5,5,7,6,6,4
FL,415,0,1,15,9,1,0,4,7,4,4,9,4,5,8,5,6,6,4,10,3,7
NV,510,0,0,0,4,3,0,5,8,5,4,8,4,6,6,6,9,9,5,8,5,6
NV,408,0,0,0,3,1,0,8,10,8,6,4,6,4,7,4,7,7,6,7,7,8
SC,415,0,1,31,2,0,0,6,8,6,7,5,7,8,5,8,2,2,8,5,7,2
MI,510,0,1,26,5,1,0,3,7,3,5,7,5,2,5,2,4,4,1,7,2,2
TN,510,0,0,0,2,0,0,4,6,4,4,7,4,7,5,7,5,5,5,5,4,3
NY,510,0,1,33,6,3,0,8,7,8,7,7,7,6,4,6,6,6,8,6,8,7
NV,510,0,0,0,5,1,0,6,7,6,5,6,5,4,5,4,4,4,4,6,5,4
IL,510,0,0,0,5,0,0,4,7,4,6,6,6,5,5,5,6,6,4,6,4,8
ND,510,0,0,0,3,0,0,6,5,6,7,6,7,5,6,5,8,8,6,5,6,3
NC,415,0,0,0,3,0,0,6,7,6,5,6,5,1,5,1,4,4,3,5,5,7
TN,415,0,0,0,4,1,0,4,6,4,5,8,5,7,5,7,5,5,5,5,4,6
VT,408,0,1,32,3,2,0,4,6,4,5,5,5,6,6,6,4,4,5,4,4,4
DE,415,0,1,27,3,1,0,6,7,6,4,6,4,4,7,4,7,7,4,6,5,3
OR,415,0,0,0,4,2,0,6,6,6,9,5,9,3,6,3,5,5,7,5,7,2
NY,408,0,0,0,7,1,0,5,6,5,6,4,6,6,5,6,3,3,5,3,5,8
MO,415,0,1,42,2,2,0,3,4,3,6,6,6,5,7,5,6,6,4,4,3,7
FL,415,0,0,0,3,3,0,6,7,6,5,6,5,4,7,4,6,6,5,7,5,7
NY,415,0,0,0,6,2,0,5,8,5,8,3,8,5,5,5,5,5,6,5,6,1
ND,415,0,0,0,5,2,0,3,7,3,6,8,6,7,5,7,4,4,5,7,4,8
OH,415,0,0,0,4,0,0,4,8,4,3,8,3,8,5,8,6,6,4,8,3,5
AL,415,0,0,0,2,0,0,7,6,7,6,8,6,6,5,6,6,6,7,6,7,5
SC,415,0,0,0,3,1,0,5,8,5,5,7,5,5,6,5,5,5,4,7,4,2
GA,415,0,0,0,4,2,0,6,8,6,7,5,7,5,7,5,5,5,6,7,6,6
HI,415,0,1,33,3,2,0,5,5,5,6,10,6,6,8,6,8,8,6,8,5,5
LA,510,0,0,0,5,0,0,5,6,5,5,6,5,5,4,5,4,4,4,5,4,7
AR,510,0,0,0,8,2,0,5,6,5,6,6,6,3,6,3,4,4,4,5,4,5
AK,510,1,0,0,3,1,0,4,4,4,8,6,8,6,7,6,6,6,6,5,5,6
AL,415,0,1,28,2,2,0,3,6,3,9,5,9,4,6,4,5,5,5,5,4,3
KS,415,0,0,0,0,1,0,7,7,7,6,7,6,6,7,6,0,0,7,8,6,3
UT,415,0,0,0,9,1,0,5,7,5,5,6,5,4,3,4,3,3,4,5,4,4
IN,510,0,0,0,5,1,0,7,6,7,4,6,4,5,5,5,5,5,6,4,6,4
CT,408,0,0,0,6,2,0,6,7,6,6,7,6,4,6,4,6,6,6,7,6,3
MO,408,0,1,32,2,3,0,5,5,5,6,8,6,4,5,4,6,6,5,6,5,5
RI,510,1,0,0,5,0,0,4,5,4,5,5,5,5,5,5,6,6,4,3,4,4
RI,415,0,0,0,2,2,0,4,6,4,6,7,6,7,5,7,6,6,6,5,5,4
CT,510,0,0,0,5,4,0,6,5,6,7,7,7,6,6,6,5,5,7,6,6,7
IN,510,0,1,38,6,0,0,7,7,7,6,6,6,5,6,5,9,9,7,7,7,7
FL,510,1,1,24,3,0,0,3,7,3,6,8,6,6,8,6,5,5,5,9,4,4
KS,415,0,0,0,8,3,0,5,7,5,6,5,6,5,5,5,6,6,5,5,5,6
RI,510,0,0,0,5,0,0,7,8,7,7,7,7,6,3,6,4,4,7,6,7,7
NV,415,0,0,0,7,0,0,5,6,5,8,8,8,6,2,6,4,4,6,4,5,5
UT,510,0,0,0,3,0,0,7,7,7,7,7,7,4,6,4,4,4,6,7,6,4
OK,510,0,0,0,9,1,0,5,5,5,5,6,5,6,6,6,5,5,5,5,5,4
MN,510,0,1,25,10,2,0,3,7,3,5,5,5,5,4,5,7,7,4,4,3,6
NC,415,0,0,0,2,0,0,8,8,8,5,5,5,6,6,6,6,6,7,5,7,5
OR,415,1,0,0,9,1,0,1,5,1,8,6,8,4,4,4,4,4,3,3,2,5
NH,408,0,0,0,3,2,0,5,8,5,6,6,6,6,5,6,6,6,6,6,5,4
AK,408,0,0,0,3,1,0,6,7,6,2,7,2,5,5,5,5,5,3,7,4,3
WV,415,0,1,38,4,1,0,4,10,4,4,7,4,4,5,4,7,7,3,9,3,4
GA,510,0,0,0,6,0,0,6,8,6,6,5,6,2,5,2,5,5,4,6,5,4
NM,415,0,0,0,3,1,0,7,5,7,6,8,6,3,6,3,5,5,5,6,6,8
OH,510,0,0,0,3,1,0,6,6,6,3,6,3,5,5,5,8,8,4,5,5,6
RI,415,0,1,26,3,1,0,4,5,4,5,6,5,5,5,5,5,5,3,4,3,8
HI,510,0,0,0,2,1,0,3,8,3,5,7,5,6,6,6,6,6,4,8,3,5
WY,415,1,1,30,3,2,0,5,7,5,4,7,4,7,6,7,7,7,5,7,4,8
NY,415,0,1,29,6,0,0,7,5,7,6,7,6,4,3,4,5,5,6,4,7,3
KS,510,0,1,25,4,0,0,7,9,7,7,5,7,7,6,7,6,6,8,6,7,5
LA,408,0,0,0,6,1,0,6,6,6,5,6,5,6,5,6,7,7,6,5,6,5
PA,415,0,0,0,5,0,0,5,8,5,7,9,7,3,6,3,6,6,4,9,5,6
NV,510,0,0,0,4,1,0,5,7,5,6,6,6,5,6,5,7,7,5,6,5,1
MN,415,0,0,0,9,1,0,5,6,5,6,9,6,5,5,5,6,6,5,7,5,4
MO,408,0,1,25,6,1,0,7,6,7,5,6,5,1,2,1,8,8,3,3,5,7
ME,415,0,0,0,7,2,0,7,7,7,5,6,5,6,4,6,7,7,6,5,7,8
NH,408,0,0,0,8,0,0,5,5,5,7,6,7,4,5,4,5,5,5,4,5,5
MN,408,0,0,0,3,1,0,6,7,6,7,5,7,6,5,6,5,5,7,5,6,7
OH,415,0,0,0,0,0,0,6,6,6,5,5,5,6,6,6,0,0,6,5,5,5
NC,408,0,1,19,2,1,0,9,10,9,7,8,7,6,3,6,4,4,8,7,8,3
KY,415,0,0,0,5,3,0,8,6,8,6,8,6,4,4,4,7,7,6,6,7,5
MT,408,0,0,0,4,2,0,8,6,8,7,8,7,3,5,3,7,7,6,6,7,3
NJ,408,0,0,0,6,3,0,4,5,4,7,7,7,6,7,7,4,4,6,6,5,5
FL,408,0,0,0,4,1,0,7,7,7,6,9,6,7,6,7,5,5,7,8,7,5
IN,510,0,1,42,2,0,0,3,5,3,7,6,7,6,4,6,7,7,5,3,4,5
DE,510,0,0,0,4,2,0,7,7,7,6,6,6,4,7,4,7,7,5,6,6,4
AL,510,0,0,0,3,0,0,5,6,5,6,5,6,4,4,4,6,6,5,3,5,6
ME,510,0,0,0,3,2,0,5,6,5,7,6,7,3,6,3,5,5,5,5,5,3
SD,408,0,0,0,13,1,0,6,6,6,5,6,5,4,5,4,5,5,5,5,5,7
VA,408,0,0,0,8,2,0,3,8,3,5,5,5,7,3,7,4,4,4,4,3,9
ID,510,0,0,0,3,1,0,8,8,8,6,5,6,4,3,4,3,3,6,4,7,5
KY,415,0,1,29,2,1,0,8,8,8,7,7,7,7,5,7,7,7,9,6,8,3
ND,510,0,0,0,4,1,0,6,8,6,6,6,6,5,7,5,3,3,5,7,5,5
HI,415,0,0,0,4,3,0,8,6,8,5,7,5,4,4,4,2,2,6,5,7,7
WI,415,0,1,35,4,1,0,6,7,6,8,6,8,6,5,6,5,5,7,5,7,5
WV,510,0,0,0,4,2,0,5,6,5,7,8,7,5,4,5,5,5,6,6,5,2
KS,415,0,0,0,6,0,0,5,5,5,6,6,6,6,7,6,7,7,6,5,5,3
NC,510,0,0,0,5,3,0,6,7,6,5,8,5,7,4,7,6,6,6,7,6,4
WY,510,0,0,0,2,3,0,7,7,7,3,6,3,6,6,6,3,3,5,6,5,7
NY,415,0,0,0,9,2,0,5,7,5,8,4,8,7,6,7,4,4,7,5,6,5
ID,408,0,0,0,2,0,0,3,6,3,5,7,5,8,5,8,7,7,5,5,4,4
IA,415,0,0,0,4,1,0,6,6,6,9,5,9,1,7,1,6,6,5,6,6,7
TN,408,0,1,15,4,1,0,5,6,5,8,6,8,7,6,7,6,6,7,5,6,5
MA,415,0,0,0,4,3,0,5,8,5,6,5,6,7,3,7,7,7,6,4,5,2
OK,415,0,0,0,5,3,0,6,7,6,7,8,7,5,7,5,6,6,6,8,6,8
VA,408,0,1,24,3,2,0,4,6,4,7,7,7,8,4,8,5,5,7,5,5,1
MT,408,0,0,0,9,2,0,5,5,5,4,7,4,6,5,6,7,7,4,5,4,5
VT,408,0,1,19,4,2,0,3,7,3,7,6,7,5,6,5,4,4,4,6,3,5
VA,415,1,1,31,10,2,0,5,7,5,7,6,7,3,5,3,7,7,5,5,5,5
AL,415,0,0,0,2,2,0,3,7,3,4,5,4,4,5,4,5,5,3,5,3,3
AL,408,0,1,25,5,1,0,8,6,8,4,7,4,5,6,5,7,7,6,6,6,5
WV,415,0,1,37,4,1,0,3,7,3,6,6,6,5,5,5,6,6,4,6,3,4
TN,408,0,0,0,3,1,0,6,6,6,8,9,8,3,5,3,5,5,6,6,6,5
ID,415,0,1,33,3,2,0,8,6,8,6,7,6,6,5,6,7,7,7,6,7,6
TX,510,0,1,34,1,1,0,5,6,5,7,6,7,7,8,7,6,6,7,7,6,1
MA,408,0,0,0,6,1,0,4,5,4,7,7,7,5,4,5,7,7,5,4,5,2
IL,510,0,0,0,3,2,0,7,7,7,6,8,6,5,6,5,6,6,6,7,6,6
LA,415,0,1,39,3,1,0,7,7,7,5,7,5,5,6,5,6,6,5,7,6,1
CO,415,0,0,0,6,1,0,6,5,6,6,6,6,5,4,5,4,4,6,3,6,7
ID,415,0,0,0,2,0,0,6,8,6,5,7,5,4,5,4,3,3,4,7,4,2
MN,408,0,1,32,5,0,0,8,8,8,5,5,5,5,2,5,6,6,6,4,7,4
HI,408,0,1,24,4,0,0,7,6,7,4,4,4,4,4,4,6,6,4,2,5,5
AL,408,0,0,0,4,1,0,6,6,6,5,5,5,2,5,2,5,5,4,4,5,1
CT,408,0,0,0,5,1,0,3,7,3,6,6,6,4,6,4,3,3,3,7,3,5
CO,408,0,1,26,2,1,0,7,7,7,6,6,6,3,8,4,5,5,5,7,6,4
NJ,415,0,0,0,7,1,0,5,8,5,6,8,6,2,5,2,6,6,4,8,5,6
FL,408,0,0,0,5,1,0,5,8,5,5,7,5,6,5,6,4,4,5,7,4,5
CA,415,1,0,0,6,1,0,6,7,6,6,6,6,5,7,5,6,6,6,7,6,3
TX,408,0,1,28,2,0,0,4,5,4,5,7,5,4,6,4,6,6,3,5,3,2
MN,510,1,0,0,9,3,0,5,4,5,5,7,5,7,4,7,5,5,6,4,5,2
AK,510,0,0,0,2,0,0,5,5,5,4,6,4,3,3,3,6,6,3,2,4,8
OR,510,0,1,30,5,1,0,6,7,6,7,7,7,9,6,9,4,4,9,7,7,7
MS,408,0,1,32,3,2,0,6,8,6,4,6,4,3,6,3,6,6,3,6,4,3
VT,415,1,1,26,3,0,0,9,6,9,8,5,8,5,6,5,4,4,9,5,9,3
UT,415,0,0,0,3,3,0,4,7,4,5,8,5,6,6,6,7,7,4,8,4,3
KS,510,0,0,0,1,1,0,5,6,5,6,7,6,6,3,6,7,7,6,4,5,6
NV,408,0,0,0,11,1,0,5,7,5,6,6,6,6,2,6,4,4,6,4,5,6
TX,408,0,0,0,3,1,0,5,6,5,5,8,5,3,5,3,7,7,4,6,4,2
MA,415,0,0,0,5,2,0,6,5,6,5,7,5,3,7,3,5,5,4,6,5,7
CA,408,0,1,39,7,1,0,3,6,3,8,7,8,4,4,4,3,3,5,5,4,3
IA,415,0,1,32,2,0,0,7,5,7,3,7,3,5,4,5,5,5,4,4,5,6
NH,415,0,0,0,2,4,0,6,6,6,6,6,6,5,5,5,5,5,5,5,6,1
GA,415,0,0,0,4,3,0,4,7,4,6,4,6,7,7,7,8,8,6,5,4,4
WI,415,0,1,36,2,3,0,5,4,5,7,7,7,3,5,3,6,6,5,3,5,5
CO,408,0,1,23,14,1,0,8,7,8,5,5,5,3,5,3,4,4,5,5,6,5
SC,415,0,0,0,4,0,0,6,6,6,6,7,6,5,7,5,7,7,6,7,6,3
MI,510,0,1,35,6,1,0,7,6,7,5,6,5,7,8,7,4,4,7,7,7,3
IN,510,0,1,32,1,2,0,6,5,6,5,8,5,5,3,5,5,5,5,5,5,7
ME,510,0,0,0,3,2,0,6,8,6,7,5,7,6,4,6,5,5,7,5,6,3
DC,415,0,0,0,7,3,0,7,6,7,6,6,6,6,5,6,5,5,7,6,6,6
TN,415,0,1,12,5,0,0,5,6,5,7,6,7,5,5,5,5,5,5,5,5,6
FL,415,0,1,26,9,2,0,7,6,7,7,8,7,7,6,7,3,3,8,7,7,6
HI,408,0,1,28,5,0,0,5,7,5,7,9,7,5,3,5,6,6,5,7,5,4
NE,415,0,0,0,8,0,0,5,4,5,2,7,2,4,5,4,5,5,2,5,3,7
TN,408,1,0,0,3,2,0,5,4,5,6,7,6,5,5,5,5,5,5,4,5,6
VT,510,0,0,0,2,1,0,6,4,6,5,6,5,5,3,5,7,7,5,2,5,2
OR,415,0,0,0,3,1,0,6,6,6,7,7,7,5,7,5,6,6,6,7,6,6
IN,510,0,0,0,2,1,0,8,8,8,4,6,4,3,7,3,4,4,4,7,6,5
MO,415,0,0,0,3,4,0,7,5,7,6,7,6,8,4,8,6,6,8,4,7,5
FL,510,0,1,26,3,2,0,4,6,4,6,7,6,3,5,3,7,7,4,6,4,4
DC,415,0,1,33,4,1,0,7,5,7,7,5,7,5,7,5,4,4,7,5,7,8
VT,415,0,1,25,4,1,0,7,6,7,8,6,8,5,9,5,6,6,7,7,7,5
OH,415,0,1,35,5,2,0,7,6,7,7,8,7,7,5,7,4,4,7,6,7,5
LA,408,0,1,39,7,1,0,6,7,6,6,6,6,7,5,7,3,3,7,6,6,7
NJ,415,0,0,0,3,1,0,6,6,6,6,8,6,5,6,5,5,5,5,6,6,7
NE,415,0,0,0,3,3,0,6,6,6,6,7,6,5,7,5,6,6,6,7,6,7
WV,408,0,0,0,2,1,0,8,5,8,5,7,5,4,6,4,4,4,6,5,7,2
ND,408,0,0,0,1,1,0,5,6,5,7,7,7,5,5,5,4,4,6,5,6,4
UT,415,0,0,0,8,1,0,5,8,5,7,6,7,4,7,4,7,7,6,8,6,6
MS,415,0,0,0,4,1,0,7,7,7,5,6,5,6,5,6,6,6,6,6,6,6
MN,415,0,0,0,3,2,0,4,6,4,7,7,7,6,7,6,5,5,5,6,4,5
KS,415,0,1,28,3,3,0,8,6,8,7,9,7,6,5,6,4,4,8,6,8,6
KS,510,0,0,0,5,1,0,6,6,6,6,7,6,5,7,5,6,6,6,6,6,2
NV,510,0,0,0,5,2,0,4,6,4,7,4,7,4,6,4,8,8,5,5,5,8
MT,415,0,0,0,5,2,0,4,6,4,6,7,6,5,5,5,7,7,5,6,5,1
AK,415,0,0,0,9,1,0,6,6,6,5,7,5,3,5,3,5,5,4,6,5,5
AR,510,0,0,0,4,2,0,5,7,5,7,5,7,3,6,3,6,6,5,5,5,5
LA,510,0,1,33,6,0,0,6,9,6,6,5,6,3,6,3,7,7,4,7,5,7
KS,510,0,1,37,4,1,0,5,7,5,6,5,6,6,4,6,5,5,6,4,5,6
OR,408,0,0,0,5,2,0,3,5,3,8,7,8,6,3,6,4,4,5,3,4,8
WI,510,0,0,0,2,1,0,7,5,7,7,7,7,6,6,6,6,6,7,5,7,4
IA,408,0,0,0,7,2,0,4,7,4,5,7,5,4,5,4,5,5,3,7,4,4
NE,510,0,0,0,4,0,0,5,7,5,8,9,8,2,3,2,6,6,4,7,5,4
OH,415,1,1,24,4,3,0,7,8,7,6,7,6,9,6,9,5,5,9,8,7,7
OK,510,0,0,0,7,5,0,6,7,6,6,6,6,6,7,6,9,9,6,6,6,7
ND,510,1,0,0,10,3,0,8,6,8,7,7,7,4,4,4,5,5,6,5,7,6
NC,408,0,1,38,2,1,0,6,6,6,7,7,7,7,4,7,4,4,8,5,7,2
MN,415,0,0,0,5,2,0,4,8,4,7,8,7,5,7,5,6,6,5,9,5,5
MN,415,0,0,0,3,5,0,6,6,6,6,6,6,6,5,6,5,5,6,5,6,6
MA,415,0,0,0,5,1,0,4,4,4,6,7,6,6,5,6,5,5,5,4,4,6
GA,510,0,0,0,4,2,0,7,7,7,7,7,7,5,7,5,4,4,7,7,7,3
NV,415,0,0,0,4,1,0,5,8,5,4,6,4,5,6,5,3,3,4,7,4,4
TX,415,0,0,0,10,3,0,5,7,5,5,6,5,6,6,6,5,5,6,6,5,4
ME,510,0,0,0,3,2,0,7,6,7,6,7,6,4,5,4,5,5,6,5,6,5
TN,415,0,0,0,3,2,0,5,4,5,6,7,6,6,5,6,3,3,5,4,5,5
RI,510,1,0,0,7,2,0,6,6,6,7,5,7,6,5,6,6,6,7,4,7,5
NC,510,0,0,0,4,3,0,5,5,5,7,7,7,5,8,5,4,4,6,6,5,2
TN,408,0,0,0,4,1,0,5,5,5,5,7,5,4,4,4,6,6,4,4,4,3
WY,415,0,1,39,5,1,0,8,8,8,6,7,6,5,5,5,6,6,7,7,7,4
IA,415,0,0,0,3,0,0,5,8,5,5,3,5,4,7,4,5,5,4,5,4,2
