,account_id,account_frequency,account_date,n_orders,total_debit,n_trans,trans_amount,latest_balance,card_type,card_issued,gender,birth_date,district_id,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,n_clients,loan_date,loan_amount,loan_duration,loan_payments,loan_status
2789,2930,monthly,1996-08-24,1.0,12032.0,180,2388010,85859,,,F,1944-05-02,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,1,,,,,
2790,2931,monthly,1995-05-04,1.0,2884.0,202,361891,26361,,,M,1920-08-31,36,Liberec,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.3,4.28,131,5796.0,6132,1,,,,,
2791,2932,monthly,1993-05-04,5.0,8615.3,655,5608802,33975,,,M,1936-08-04,51,Trutnov,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.5,2.97,131,3496.0,3839,2,,,,,
2792,2933,monthly,1993-06-18,2.0,10449.0,473,5018932,31046,,,M,1939-09-02,10,Praha - vychod,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.5,0.54,141,3810.0,4316,2,1994-05-17,272520.0,60.0,4542.0,C
2793,2934,monthly,1996-10-08,,,152,1913279,84578,classic,1997-11-19,F,1961-08-15,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,1,,,,,
2794,2935,monthly,1995-05-15,1.0,2100.0,203,257130,19545,,,M,1966-11-01,68,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.0,4.72,96,5623.0,5887,1,,,,,
2795,2936,monthly,1996-03-27,2.0,12647.0,199,859691,45255,,,M,1971-02-28,3,Beroun,central Bohemia,75232,55,26,4,1,5,41.7,8980,1.9,2.21,111,2824.0,2813,1,1998-01-20,504000.0,60.0,8400.0,C
2796,2937,monthly,1997-02-25,1.0,3230.0,91,204595,12251,,,F,1924-03-15,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,1,,,,,
2797,2938,monthly,1993-08-04,4.0,14700.3,569,6226251,50203,,,M,1975-05-03,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,1,,,,,
2798,2939,monthly,1997-06-28,1.0,2882.0,76,186580,20784,,,F,1937-09-08,5,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.8,4.43,118,2616.0,3040,1,,,,,
2799,2940,monthly,1993-06-24,1.0,7156.0,365,3023593,38006,,,F,1969-09-14,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696,1,,,,,
2800,2942,monthly,1997-09-24,2.0,3523.0,80,187710,47912,,,M,1940-11-16,44,Chrudim,east Bohemia,105606,77,26,7,2,7,53.0,8254,2.7,3.76,97,2166.0,2325,1,,,,,
2801,2944,monthly,1996-01-11,2.0,3599.0,229,587765,46470,,,F,1965-12-21,22,Domazlice,west Bohemia,58400,65,16,4,1,6,52.4,8620,1.1,1.25,100,1089.0,1117,2,,,,,
2802,2945,monthly,1996-07-11,1.0,1854.0,144,335939,14166,,,M,1927-11-27,6,Kutna Hora,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.9,4.02,126,2640.0,3120,2,,,,,
2803,2946,monthly,1996-05-07,1.0,2672.0,144,247423,15117,,,F,1928-07-01,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696,1,,,,,
2804,2947,monthly,1996-08-09,1.0,2228.0,145,280515,28020,,,F,1939-10-23,57,Hodonin,south Moravia,161954,21,37,20,3,8,48.0,8720,3.7,4.5,116,3729.0,3651,2,,,,,
2805,2949,monthly,1994-10-21,2.0,2051.0,317,634937,15553,,,M,1931-04-05,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,2,,,,,
2806,2950,monthly,1996-06-28,1.0,8653.0,157,1257431,56930,,,M,1948-03-23,62,Uherske Hradiste,south Moravia,145688,22,41,13,2,5,40.7,8544,1.2,1.86,109,2719.0,2906,1,,,,,
2807,2951,monthly,1993-09-06,3.0,3015.0,487,1639286,28497,,,M,1962-07-29,44,Chrudim,east Bohemia,105606,77,26,7,2,7,53.0,8254,2.7,3.76,97,2166.0,2325,1,,,,,
2808,2952,monthly,1997-04-28,2.0,2379.0,104,182485,14932,,,F,1932-02-19,65,Znojmo,south Moravia,114200,101,41,4,1,4,43.7,8403,5.7,5.72,105,2157.0,2718,1,,,,,
2809,2953,monthly,1996-09-02,3.0,4943.0,181,417808,47385,classic,1998-01-17,M,1948-03-09,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,1,,,,,
2810,2954,monthly,1997-04-08,1.0,8306.0,111,1019260,86794,classic,1998-06-07,M,1941-01-25,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,1,,,,,
2811,2955,monthly,1996-09-27,1.0,3386.0,117,256945,23075,,,M,1933-04-09,67,Bruntal,north Moravia,106054,38,25,6,2,6,63.1,8110,5.7,6.55,109,3244.0,3079,1,,,,,
2812,2956,monthly,1997-06-10,1.0,9042.0,93,546096,57218,,,F,1945-04-27,15,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.1,3.6,124,1845.0,1879,1,,,,,
2813,2957,monthly,1995-07-28,1.0,4640.0,241,1879568,56779,,,M,1970-06-17,25,Klatovy,west Bohemia,88757,60,33,3,2,10,61.7,8554,2.4,2.68,113,1822.0,2218,1,,,,,
2814,2958,monthly,1993-09-19,1.0,3261.0,302,656800,16265,,,F,1928-12-18,48,Rychnov nad Kneznou,east Bohemia,78955,50,24,8,1,9,59.0,9060,1.7,2.44,124,1655.0,1717,1,,,,,
2815,2959,monthly,1994-02-25,,,324,4766320,47335,classic,1995-06-17,F,1972-02-09,8,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.2,1.44,127,5179.0,4987,1,,,,,
2816,2960,monthly,1994-09-20,1.0,8884.0,272,1495044,35956,,,F,1946-02-17,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.1,3.98,120,999.0,1099,1,,,,,
2817,2961,monthly,1996-07-12,2.0,1661.0,160,264158,32527,,,F,1937-10-12,9,Nymburk,central Bohemia,81344,61,23,4,2,6,55.3,8899,3.3,3.97,149,2987.0,2487,1,,,,,
2818,2962,monthly,1993-05-30,1.0,2604.5,422,4846387,32824,,,F,1939-03-15,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,1,1994-12-21,31248.0,12.0,2604.0,A
2819,2963,monthly,1996-12-09,1.0,5101.0,126,787447,58012,classic,1998-12-17,F,1942-12-15,31,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.5,4.2,108,1328.0,1452,1,,,,,
2820,2964,monthly,1997-01-09,1.0,2306.0,100,189666,25813,,,M,1927-10-20,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672.0,9208,2,,,,,
2821,2965,monthly,1995-10-10,1.0,2648.0,175,409156,25688,,,F,1929-04-27,6,Kutna Hora,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.9,4.02,126,2640.0,3120,1,,,,,
2822,2966,monthly,1997-03-27,1.0,4560.0,145,1745147,77738,gold,1998-09-28,M,1967-12-23,33,Decin,north Bohemia,133777,24,17,7,3,11,84.7,8705,5.7,7.61,116,4650.0,4859,1,,,,,
2823,2967,monthly,1996-11-13,3.0,8197.0,168,753430,23541,,,M,1955-02-17,38,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.0,8.23,104,2653.0,2822,1,,,,,
2824,2968,monthly,1995-02-05,2.0,3678.0,309,3608906,40297,classic,1996-11-07,F,1942-09-09,15,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.1,3.6,124,1845.0,1879,2,,,,,
2825,2969,monthly,1995-05-26,,,43,84100,37700,,,F,1968-10-02,29,Rokycany,west Bohemia,45714,52,10,5,1,6,55.6,8843,2.8,3.6,113,818.0,888,1,,,,,
2826,2970,monthly,1993-01-22,,,298,1480656,44179,,,M,1943-04-11,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.4,4.48,115,1879.0,2252,2,,,,,
2827,2971,weekly,1993-12-23,1.0,3554.8,228,2477448,89813,,,F,1953-11-04,76,Sumperk,north Moravia,127369,31,32,13,2,7,51.2,8369,4.7,5.88,107,3736.0,2807,1,,,,,
2828,2972,monthly,1993-11-23,1.0,3554.8,327,4555224,75999,classic,1994-10-21,F,1961-07-13,73,Opava,north Moravia,182027,17,49,12,2,7,56.4,8746,3.3,3.74,90,4355.0,4433,1,,,,,
2829,2973,monthly,1996-08-15,2.0,4585.0,175,957624,58034,classic,1997-05-06,F,1976-09-23,23,Cheb,west Bohemia,87419,21,11,4,3,9,85.5,8624,1.7,2.66,102,2879.0,3198,1,,,,,
2830,2974,monthly,1993-03-13,1.0,1546.0,346,744692,48785,,,M,1930-09-28,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347,2,,,,,
2831,2976,monthly,1996-08-19,1.0,8473.0,161,1006553,31166,,,F,1961-05-07,13,Rakovnik,central Bohemia,53921,61,22,1,1,2,41.3,8598,2.7,3.26,123,1597.0,1875,1,,,,,
2832,2977,monthly,1996-06-20,2.0,4782.0,183,2440983,80344,,,M,1965-01-01,28,Plzen - sever,west Bohemia,72541,66,26,10,0,8,36.9,8594,1.6,2.01,112,1580.0,1525,1,,,,,
2833,2978,monthly,1995-01-06,1.0,3212.0,260,599278,12546,,,M,1975-03-22,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347,1,,,,,
2834,2979,monthly,1997-11-22,1.0,3494.0,51,120450,18628,,,F,1933-08-17,10,Praha - vychod,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.5,0.54,141,3810.0,4316,1,,,,,
2835,2980,monthly,1993-12-09,1.0,3316.0,293,589818,17475,,,M,1923-09-11,66,Zdar nad Sazavou,south Moravia,125832,151,41,2,3,5,48.3,8512,3.5,4.12,102,2247.0,2103,2,,,,,
2836,2981,monthly,1997-01-11,1.0,2022.0,124,176951,13148,,,F,1943-07-26,46,Nachod,east Bohemia,112709,48,20,7,3,10,73.5,8369,1.7,2.31,117,2854.0,2618,1,,,,,
2837,2982,monthly,1996-06-04,5.0,11994.0,303,3303872,69951,gold,1997-01-06,M,1938-08-03,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.1,3.98,120,999.0,1099,2,1998-04-17,41256.0,12.0,3438.0,C
2838,2983,monthly,1996-07-25,,,138,387675,49965,,,M,1954-06-13,42,Havlickuv Brod,east Bohemia,95907,87,25,5,2,7,59.1,8388,2.4,2.94,87,1658.0,1668,1,,,,,
2839,2985,monthly,1993-04-06,1.0,2113.0,354,618182,20959,,,M,1934-07-24,71,Novy Jicin,north Moravia,161227,5,35,11,4,10,69.7,8678,5.9,5.57,102,4980.0,4595,1,,,,,
2840,2986,monthly,1996-04-09,3.0,5724.0,234,1569343,85307,classic,1997-12-25,M,1958-06-06,63,Vyskov,south Moravia,86513,38,36,5,1,5,50.5,8288,3.7,4.52,110,1562.0,1460,1,1997-12-06,24792.0,24.0,1033.0,C
2841,2987,monthly,1993-09-16,1.0,5569.0,359,3176198,73651,,,F,1946-07-29,18,Pisek,south Bohemia,70699,60,13,2,1,4,65.3,8968,2.8,3.35,131,1740.0,1910,1,,,,,
2842,2988,transaction,1996-10-14,1.0,7384.0,168,2117218,49708,,,M,1947-12-09,66,Zdar nad Sazavou,south Moravia,125832,151,41,2,3,5,48.3,8512,3.5,4.12,102,2247.0,2103,2,1998-07-08,88608.0,12.0,7384.0,C
2843,2989,monthly,1993-11-28,1.0,3395.0,283,604990,28370,,,M,1919-05-08,36,Liberec,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.3,4.28,131,5796.0,6132,1,,,,,
2844,2990,monthly,1996-09-16,2.0,2726.0,167,327963,42712,classic,1998-07-08,F,1972-05-27,30,Sokolov,west Bohemia,94812,15,13,8,2,10,81.8,9650,3.3,3.67,100,2985.0,2804,1,,,,,
2845,2991,monthly,1993-05-22,4.0,9455.0,525,3224790,60383,,,F,1962-09-04,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.1,3.98,120,999.0,1099,2,,,,,
2846,2992,monthly,1997-07-11,1.0,5396.0,91,402164,44432,,,F,1971-10-09,43,Hradec Kralove,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.7,2.5,125,4085.0,3891,1,,,,,
2847,2993,weekly,1996-02-13,,,220,2751191,14905,classic,1997-03-05,M,1974-07-04,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,1,,,,,
2848,2994,monthly,1996-05-03,2.0,4571.0,212,1328174,38418,classic,1997-12-12,F,1964-04-14,77,Vsetin,north Moravia,148545,8,35,12,3,4,53.5,8909,4.0,5.56,113,3460.0,3590,1,1996-09-14,48744.0,36.0,1354.0,C
2849,2995,monthly,1996-12-14,,,76,489647,-5285,,,F,1954-11-30,51,Trutnov,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.5,2.97,131,3496.0,3839,1,,,,,
2850,2996,monthly,1994-05-17,4.0,7798.0,464,1619155,65273,,,M,1953-02-21,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696,1,,,,,
2851,2997,monthly,1997-09-09,1.0,1978.0,83,124256,28634,,,M,1955-08-09,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.4,7.07,97,6949.0,6872,1,,,,,
2852,2998,monthly,1997-11-09,3.0,3201.0,83,652148,47356,classic,1998-11-14,M,1937-09-14,21,Tabor,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.5,2.07,123,2299.0,2354,1,,,,,
2853,2999,monthly,1996-10-08,1.0,2806.0,137,315890,23963,,,M,1939-07-21,66,Zdar nad Sazavou,south Moravia,125832,151,41,2,3,5,48.3,8512,3.5,4.12,102,2247.0,2103,2,,,,,
2854,3000,monthly,1993-07-14,,,317,1045396,66097,,,F,1965-04-20,28,Plzen - sever,west Bohemia,72541,66,26,10,0,8,36.9,8594,1.6,2.01,112,1580.0,1525,1,,,,,
2855,3001,monthly,1993-03-24,,,433,1032876,26618,,,F,1982-02-27,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,1,,,,,
2856,3003,monthly,1993-11-27,,,190,702066,91828,junior,1998-07-13,F,1981-06-08,18,Pisek,south Bohemia,70699,60,13,2,1,4,65.3,8968,2.8,3.35,131,1740.0,1910,1,,,,,
2857,3004,monthly,1996-08-22,2.0,3094.0,141,243753,20643,,,F,1927-02-26,11,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.4,0.59,154,3475.0,3529,1,,,,,
2858,3005,transaction,1997-01-11,3.0,22704.3,101,1120283,43198,,,M,1947-12-13,42,Havlickuv Brod,east Bohemia,95907,87,25,5,2,7,59.1,8388,2.4,2.94,87,1658.0,1668,1,1998-06-05,390000.0,48.0,8125.0,C
2859,3006,monthly,1995-01-01,1.0,3783.0,240,607317,17984,,,F,1923-11-28,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265,2,,,,,
2860,3007,monthly,1993-02-02,4.0,8981.0,600,3438285,45869,,,F,1943-09-29,15,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.1,3.6,124,1845.0,1879,1,,,,,
2861,3008,monthly,1993-02-27,1.0,2120.0,388,927053,63370,,,M,1933-10-14,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672.0,9208,1,,,,,
2862,3009,monthly,1996-01-26,1.0,2739.0,146,271676,22829,,,M,1923-06-25,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,2,,,,,
2863,3010,monthly,1995-09-13,,,109,323965,81055,junior,1997-05-16,M,1978-05-19,46,Nachod,east Bohemia,112709,48,20,7,3,10,73.5,8369,1.7,2.31,117,2854.0,2618,1,,,,,
2864,3011,monthly,1993-09-01,2.0,2180.0,369,406830,20241,,,M,1959-01-10,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265,1,,,,,
2865,3012,monthly,1997-04-18,1.0,2601.0,99,179044,41907,classic,1998-12-23,F,1943-12-11,49,Semily,east Bohemia,75685,31,28,5,1,9,60.8,8208,1.8,2.26,155,1660.0,2123,1,,,,,
2866,3013,monthly,1997-12-09,1.0,3064.0,55,107649,17900,,,M,1928-04-17,73,Opava,north Moravia,182027,17,49,12,2,7,56.4,8746,3.3,3.74,90,4355.0,4433,1,,,,,
2867,3014,weekly,1995-03-03,1.0,4187.0,265,3342955,31666,junior,1998-02-23,M,1978-07-24,75,Prerov,north Moravia,138032,67,30,4,2,5,64.6,8819,5.3,5.66,99,4063.0,4505,2,,,,,
2868,3015,monthly,1996-06-15,2.0,2148.0,159,173066,26189,,,M,1961-08-27,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.1,3.98,120,999.0,1099,1,,,,,
2869,3016,monthly,1996-02-23,1.0,8517.0,194,1116959,46276,,,M,1980-11-11,26,Plzen - mesto,west Bohemia,170449,0,0,0,1,1,100.0,10787,2.6,3.09,131,6041.0,6261,1,,,,,
2870,3017,monthly,1994-08-12,4.0,6948.0,433,2157982,32447,,,M,1951-06-14,75,Prerov,north Moravia,138032,67,30,4,2,5,64.6,8819,5.3,5.66,99,4063.0,4505,1,,,,,
2871,3018,monthly,1996-12-03,,,128,1398263,8882,,,M,1975-02-26,34,Chomutov,north Bohemia,125236,28,11,1,4,5,87.7,9675,6.4,7.68,100,5323.0,5190,1,,,,,
2872,3019,monthly,1996-04-21,,,139,1180375,15129,,,F,1943-06-16,33,Decin,north Bohemia,133777,24,17,7,3,11,84.7,8705,5.7,7.61,116,4650.0,4859,2,,,,,
2873,3020,monthly,1996-08-09,,,180,402954,49854,,,M,1980-01-03,3,Beroun,central Bohemia,75232,55,26,4,1,5,41.7,8980,1.9,2.21,111,2824.0,2813,1,,,,,
2874,3021,monthly,1996-04-20,1.0,3241.8,177,1366968,20170,,,F,1959-10-25,10,Praha - vychod,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.5,0.54,141,3810.0,4316,1,1996-12-04,155616.0,48.0,3242.0,C
2875,3022,monthly,1996-10-30,1.0,3170.0,107,229097,23596,,,M,1918-02-17,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265,1,,,,,
2876,3023,monthly,1997-10-14,1.0,2213.0,62,156986,30508,,,M,1918-10-01,35,Jablonec n. Nisou,north Bohemia,88768,10,18,5,1,7,80.5,8867,1.0,1.21,130,3384.0,3620,1,,,,,
2877,3024,monthly,1996-12-18,2.0,2261.0,134,308460,18794,,,M,1920-02-20,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,2,,,,,
2878,3025,monthly,1997-12-27,1.0,3354.0,52,139998,15934,,,F,1924-03-01,25,Klatovy,west Bohemia,88757,60,33,3,2,10,61.7,8554,2.4,2.68,113,1822.0,2218,1,,,,,
2879,3026,monthly,1993-02-18,1.0,8024.0,383,3114624,68294,,,M,1968-02-06,59,Kromeriz,south Moravia,108871,41,29,7,2,6,62.1,8444,3.2,3.47,106,2595.0,2305,1,,,,,
2880,3027,monthly,1996-04-29,1.0,2631.0,148,269082,24207,,,F,1925-08-26,62,Uherske Hradiste,south Moravia,145688,22,41,13,2,5,40.7,8544,1.2,1.86,109,2719.0,2906,2,,,,,
2881,3028,monthly,1993-09-15,1.0,2200.0,310,525315,15114,,,M,1924-04-05,58,Jihlava,south Moravia,109164,98,16,6,1,4,63.6,8757,3.3,3.95,96,2212.0,2471,1,,,,,
2882,3029,monthly,1996-12-24,1.0,1514.0,113,264918,26734,,,F,1930-11-10,42,Havlickuv Brod,east Bohemia,95907,87,25,5,2,7,59.1,8388,2.4,2.94,87,1658.0,1668,1,,,,,
2883,3030,monthly,1994-06-22,2.0,2088.0,310,323424,24550,,,M,1974-07-09,65,Znojmo,south Moravia,114200,101,41,4,1,4,43.7,8403,5.7,5.72,105,2157.0,2718,1,,,,,
2884,3031,monthly,1997-03-10,1.0,2789.0,96,167182,21173,,,M,1932-11-25,51,Trutnov,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.5,2.97,131,3496.0,3839,1,,,,,
2885,3032,monthly,1993-06-07,1.0,2858.0,343,834875,50395,,,M,1931-09-22,27,Plzen - jih,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.6,1.29,110,1029.0,1127,1,,,,,
2886,3033,monthly,1997-12-10,3.0,1934.0,55,53208,19297,,,F,1947-06-25,69,Jesenik,north Moravia,42821,4,13,5,1,3,48.4,8173,,7.01,124,,1358,2,,,,,
2887,3035,weekly,1993-08-16,2.0,12443.0,464,6421051,50310,gold,1997-12-25,M,1971-09-18,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108,2,,,,,
2888,3036,monthly,1994-04-10,,,243,2005808,16078,,,M,1962-08-22,10,Praha - vychod,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.5,0.54,141,3810.0,4316,1,,,,,
2889,3037,monthly,1994-05-26,1.0,7718.7,269,2323581,6027,,,F,1980-09-17,44,Chrudim,east Bohemia,105606,77,26,7,2,7,53.0,8254,2.7,3.76,97,2166.0,2325,1,1996-04-18,277884.0,36.0,7719.0,D
2890,3038,monthly,1996-04-28,,,223,3430824,63912,classic,1997-04-30,M,1943-07-16,10,Praha - vychod,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.5,0.54,141,3810.0,4316,2,,,,,
2891,3039,monthly,1993-12-10,2.0,6268.0,406,1339529,78241,,,F,1951-12-07,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,1,,,,,
2892,3040,monthly,1996-08-03,1.0,2202.0,122,175388,22757,,,F,1980-11-10,17,Pelhrimov,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.3,2.62,119,1003.0,1181,1,,,,,
2893,3041,monthly,1996-04-04,3.0,2700.0,229,344613,17383,,,M,1952-03-18,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108,1,,,,,
2894,3042,monthly,1993-09-16,2.0,6343.0,398,2075626,45156,,,F,1965-10-14,10,Praha - vychod,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.5,0.54,141,3810.0,4316,2,,,,,
2895,3043,monthly,1996-12-29,1.0,2768.0,100,187396,15994,,,F,1934-08-12,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,1,,,,,
2896,3044,monthly,1996-09-14,1.0,2756.0,115,210035,18098,,,M,1931-04-23,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672.0,9208,2,,,,,
2897,3045,monthly,1995-06-08,1.0,2366.0,225,501919,17126,,,M,1921-04-26,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,2,,,,,
2898,3046,monthly,1997-08-11,2.0,2502.0,95,156205,13129,,,F,1977-02-22,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347,1,,,,,
2899,3047,monthly,1993-02-17,1.0,2316.0,345,476367,21989,,,F,1961-12-31,16,Jindrichuv Hradec,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.1,1.54,107,1874.0,1913,1,,,,,
2900,3048,weekly,1997-12-26,1.0,4631.2,38,275946,75107,,,M,1974-03-06,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347,1,,,,,
2901,3049,monthly,1994-09-08,1.0,1961.0,305,421993,62963,,,F,1962-10-11,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.7,5.74,107,2112.0,2059,1,,,,,
2902,3050,monthly,1993-05-08,4.0,16783.5,609,6079311,55904,classic,1994-02-15,M,1972-02-06,49,Semily,east Bohemia,75685,31,28,5,1,9,60.8,8208,1.8,2.26,155,1660.0,2123,2,1994-09-02,82896.0,12.0,6908.0,A
2903,3051,monthly,1996-01-01,3.0,4911.0,337,3892883,53124,junior,1997-02-21,F,1979-07-12,9,Nymburk,central Bohemia,81344,61,23,4,2,6,55.3,8899,3.3,3.97,149,2987.0,2487,1,,,,,
2904,3052,monthly,1997-04-26,2.0,10319.5,39,207208,26009,,,M,1960-08-02,44,Chrudim,east Bohemia,105606,77,26,7,2,7,53.0,8254,2.7,3.76,97,2166.0,2325,1,,,,,
2905,3053,monthly,1993-08-23,2.0,7465.0,434,1788805,86982,,,M,1965-04-17,18,Pisek,south Bohemia,70699,60,13,2,1,4,65.3,8968,2.8,3.35,131,1740.0,1910,1,,,,,
2906,3055,monthly,1996-05-26,2.0,2419.0,184,391222,40341,,,M,1922-03-31,15,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.1,3.6,124,1845.0,1879,2,,,,,
2907,3056,monthly,1993-12-22,2.0,2901.0,313,501147,32992,,,M,1934-10-04,55,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,1.8,2.43,111,3659.0,3894,2,,,,,
2908,3057,monthly,1997-07-23,1.0,4646.0,84,646311,40252,,,F,1954-01-16,9,Nymburk,central Bohemia,81344,61,23,4,2,6,55.3,8899,3.3,3.97,149,2987.0,2487,1,,,,,
2909,3058,monthly,1994-10-23,,,239,2093872,62492,,,M,1971-04-25,44,Chrudim,east Bohemia,105606,77,26,7,2,7,53.0,8254,2.7,3.76,97,2166.0,2325,1,,,,,
2910,3059,monthly,1997-02-15,3.0,3720.0,152,1048143,48279,classic,1997-11-18,M,1968-08-08,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,2,,,,,
2911,3060,monthly,1997-06-09,1.0,3960.0,93,780122,43103,,,F,1954-05-06,73,Opava,north Moravia,182027,17,49,12,2,7,56.4,8746,3.3,3.74,90,4355.0,4433,1,,,,,
2912,3061,monthly,1995-11-08,1.0,1978.0,167,210523,21258,,,M,1952-11-27,76,Sumperk,north Moravia,127369,31,32,13,2,7,51.2,8369,4.7,5.88,107,3736.0,2807,1,,,,,
2913,3062,monthly,1997-08-15,1.0,2638.0,57,125083,20562,,,M,1931-06-15,17,Pelhrimov,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.3,2.62,119,1003.0,1181,1,,,,,
2914,3063,monthly,1993-05-26,1.0,2330.0,331,443323,43082,,,M,1962-04-11,69,Jesenik,north Moravia,42821,4,13,5,1,3,48.4,8173,,7.01,124,,1358,1,,,,,
2915,3064,monthly,1993-05-23,3.0,7454.0,512,1505718,56126,,,F,1965-06-04,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,1,1995-03-21,15420.0,12.0,1285.0,A
