,account_id,district_id,frequency,date
2276,2395,3,POPLATEK MESICNE,1996-06-24
2277,2396,2,POPLATEK MESICNE,1993-02-22
2278,2397,70,POPLATEK MESICNE,1996-06-14
2279,2398,70,POPLATEK MESICNE,1996-11-25
2280,2399,1,POPLATEK MESICNE,1994-04-26
2281,2400,40,POPLATEK MESICNE,1996-06-15
2282,2401,16,POPLATEK MESICNE,1994-08-26
2283,2402,18,POPLATEK MESICNE,1997-11-06
2284,2403,25,POPLATEK MESICNE,1996-02-20
2285,2404,8,POPLATEK MESICNE,1997-06-05
2286,2405,64,POPLATEK MESICNE,1997-02-27
2287,2406,5,POPLATEK MESICNE,1996-03-22
2288,2407,1,POPLATEK MESICNE,1996-07-21
2289,2408,26,POPLATEK MESICNE,1996-12-27
2290,2409,76,POPLATEK MESICNE,1996-02-13
2291,2410,54,POPLATEK MESICNE,1993-05-11
2292,2411,69,POPLATEK MESICNE,1993-06-27
2293,2413,33,POPLATEK MESICNE,1997-10-27
2294,2414,1,POPLATEK MESICNE,1995-01-19
2295,2415,16,POPLATEK MESICNE,1997-02-27
2296,2416,5,POPLATEK MESICNE,1996-01-23
2297,2417,44,POPLATEK MESICNE,1993-08-20
2298,2418,64,POPLATEK MESICNE,1996-10-29
2299,2419,24,POPLATEK MESICNE,1993-11-27
2300,2420,35,POPLATEK MESICNE,1996-06-25
2301,2421,18,POPLATEK MESICNE,1995-01-11
2302,2422,27,POPLATEK MESICNE,1997-08-29
2303,2423,30,POPLATEK MESICNE,1993-02-14
2304,2424,1,POPLATEK MESICNE,1995-10-13
2305,2425,41,POPLATEK MESICNE,1993-01-23
2306,2427,70,POPLATEK TYDNE,1993-10-08
2307,2428,72,POPLATEK MESICNE,1993-09-08
2308,2429,61,POPLATEK MESICNE,1993-02-06
2309,2430,3,POPLATEK MESICNE,1994-10-09
2310,2431,74,POPLATEK MESICNE,1995-02-23
2311,2432,8,POPLATEK MESICNE,1996-04-18
2312,2433,71,POPLATEK MESICNE,1993-02-19
2313,2434,17,POPLATEK MESICNE,1993-02-02
2314,2435,38,POPLATEK MESICNE,1993-11-01
2315,2436,67,POPLATEK MESICNE,1993-05-25
2316,2437,1,POPLATEK MESICNE,1995-12-04
2317,2438,71,POPLATEK MESICNE,1997-11-16
2318,2439,74,POPLATEK MESICNE,1996-08-13
2319,2440,19,POPLATEK MESICNE,1997-12-18
2320,2441,47,POPLATEK MESICNE,1996-12-22
2321,2442,14,POPLATEK MESICNE,1997-08-21
2322,2443,46,POPLATEK MESICNE,1997-06-25
2323,2444,76,POPLATEK MESICNE,1997-09-07
2324,2445,52,POPLATEK MESICNE,1996-07-07
2325,2446,3,POPLATEK MESICNE,1995-01-16
2326,2447,38,POPLATEK MESICNE,1997-07-14
2327,2448,23,POPLATEK MESICNE,1997-05-11
2328,2449,23,POPLATEK MESICNE,1997-08-05
2329,2450,48,POPLATEK MESICNE,1996-04-10
2330,2451,54,POPLATEK MESICNE,1997-04-29
2331,2452,1,POPLATEK MESICNE,1997-07-14
2332,2453,1,POPLATEK MESICNE,1993-03-08
2333,2454,8,POPLATEK MESICNE,1994-05-07
2334,2455,30,POPLATEK MESICNE,1997-02-06
2335,2456,65,POPLATEK MESICNE,1995-09-09
2336,2457,76,POPLATEK MESICNE,1993-11-11
2337,2458,40,POPLATEK TYDNE,1993-03-14
2338,2459,55,POPLATEK MESICNE,1997-09-10
2339,2460,1,POPLATEK MESICNE,1993-11-22
2340,2461,1,POPLATEK MESICNE,1997-09-28
2341,2463,56,POPLATEK MESICNE,1994-10-11
2342,2464,33,POPLATEK PO OBRATU,1993-07-02
2343,2465,57,POPLATEK MESICNE,1996-10-06
2344,2466,39,POPLATEK MESICNE,1997-04-11
2345,2467,33,POPLATEK MESICNE,1993-05-29
2346,2468,4,POPLATEK MESICNE,1996-07-13
2347,2469,11,POPLATEK MESICNE,1996-02-05
2348,2470,16,POPLATEK MESICNE,1994-07-23
2349,2471,6,POPLATEK MESICNE,1994-07-03
2350,2472,60,POPLATEK MESICNE,1994-02-08
2351,2473,14,POPLATEK MESICNE,1996-02-16
2352,2474,33,POPLATEK MESICNE,1996-04-20
2353,2475,17,POPLATEK MESICNE,1996-10-13
2354,2476,32,POPLATEK MESICNE,1993-12-12
2355,2477,11,POPLATEK MESICNE,1997-02-11
2356,2479,18,POPLATEK MESICNE,1993-10-09
2357,2480,35,POPLATEK MESICNE,1997-09-07
2358,2481,1,POPLATEK MESICNE,1995-10-28
2359,2482,1,POPLATEK MESICNE,1994-02-23
2360,2483,1,POPLATEK MESICNE,1996-09-29
2361,2484,74,POPLATEK MESICNE,1993-01-03
2362,2485,41,POPLATEK MESICNE,1997-08-18
2363,2486,1,POPLATEK MESICNE,1993-02-27
2364,2487,42,POPLATEK MESICNE,1995-10-22
2365,2488,5,POPLATEK MESICNE,1993-04-06
2366,2489,72,POPLATEK MESICNE,1993-03-09
2367,2490,22,POPLATEK MESICNE,1995-02-21
2368,2491,76,POPLATEK MESICNE,1996-03-01
2369,2492,73,POPLATEK MESICNE,1997-09-01
2370,2493,62,POPLATEK MESICNE,1993-03-29
2371,2494,74,POPLATEK MESICNE,1994-04-23
2372,2495,70,POPLATEK MESICNE,1997-03-19
2373,2496,51,POPLATEK MESICNE,1994-05-21
2374,2497,65,POPLATEK MESICNE,1993-03-16
2375,2498,40,POPLATEK MESICNE,1996-03-01
2376,2499,2,POPLATEK MESICNE,1996-02-08
2377,2500,61,POPLATEK MESICNE,1995-10-26
2378,2501,30,POPLATEK MESICNE,1994-02-26
2379,2502,32,POPLATEK MESICNE,1996-10-21
2380,2503,1,POPLATEK MESICNE,1993-03-05
2381,2504,16,POPLATEK MESICNE,1993-12-09
2382,2505,60,POPLATEK MESICNE,1996-05-16
2383,2506,22,POPLATEK PO OBRATU,1996-07-12
2384,2507,62,POPLATEK MESICNE,1996-12-28
2385,2508,34,POPLATEK MESICNE,1993-03-14
2386,2509,43,POPLATEK MESICNE,1997-06-13
2387,2510,61,POPLATEK MESICNE,1993-08-28
2388,2511,40,POPLATEK MESICNE,1994-05-01
2389,2513,70,POPLATEK MESICNE,1993-07-22
2390,2514,16,POPLATEK MESICNE,1995-08-13
2391,2515,64,POPLATEK MESICNE,1995-10-24
2392,2516,6,POPLATEK MESICNE,1995-11-16
2393,2517,55,POPLATEK PO OBRATU,1996-11-10
2394,2519,4,POPLATEK MESICNE,1993-01-15
2395,2520,18,POPLATEK MESICNE,1995-07-25
2396,2521,63,POPLATEK MESICNE,1995-05-19
2397,2522,36,POPLATEK MESICNE,1996-01-21
2398,2523,10,POPLATEK MESICNE,1993-05-11
2399,2524,1,POPLATEK MESICNE,1994-12-19
2400,2525,45,POPLATEK MESICNE,1995-05-08
2401,2526,16,POPLATEK MESICNE,1996-07-04
2402,2527,38,POPLATEK MESICNE,1993-03-19
2403,2528,65,POPLATEK MESICNE,1993-03-25
2404,2530,74,POPLATEK MESICNE,1996-07-02
2405,2531,51,POPLATEK MESICNE,1996-12-21
2406,2532,38,POPLATEK MESICNE,1996-12-24
2407,2533,49,POPLATEK MESICNE,1995-06-27
2408,2534,61,POPLATEK MESICNE,1993-06-03
2409,2535,61,POPLATEK MESICNE,1997-01-21
2410,2536,41,POPLATEK MESICNE,1994-10-28
2411,2537,27,POPLATEK MESICNE,1997-02-09
2412,2538,42,POPLATEK MESICNE,1994-01-30
2413,2539,24,POPLATEK MESICNE,1997-04-24
2414,2540,54,POPLATEK MESICNE,1995-04-01
2415,2541,57,POPLATEK MESICNE,1994-11-08
2416,2542,21,POPLATEK MESICNE,1993-08-07
2417,2543,68,POPLATEK MESICNE,1993-02-13
2418,2544,38,POPLATEK MESICNE,1996-12-04
2419,2545,1,POPLATEK MESICNE,1996-12-04
2420,2546,1,POPLATEK MESICNE,1994-12-08
2421,2547,74,POPLATEK MESICNE,1995-04-28
2422,2548,57,POPLATEK MESICNE,1996-01-06
2423,2549,74,POPLATEK MESICNE,1993-11-12
2424,2550,67,POPLATEK MESICNE,1995-11-11
2425,2551,5,POPLATEK MESICNE,1996-02-08
2426,2552,52,POPLATEK MESICNE,1993-07-01
2427,2553,41,POPLATEK MESICNE,1995-07-24
2428,2554,36,POPLATEK MESICNE,1993-06-18
2429,2555,53,POPLATEK MESICNE,1993-03-10
2430,2556,46,POPLATEK MESICNE,1997-10-19
2431,2557,40,POPLATEK MESICNE,1993-11-17
2432,2558,46,POPLATEK MESICNE,1997-08-04
2433,2559,32,POPLATEK MESICNE,1995-06-01
2434,2560,15,POPLATEK MESICNE,1997-06-20
2435,2561,59,POPLATEK MESICNE,1996-09-29
2436,2562,35,POPLATEK MESICNE,1995-08-15
2437,2563,48,POPLATEK MESICNE,1995-01-17
2438,2564,36,POPLATEK MESICNE,1997-06-03
2439,2565,74,POPLATEK MESICNE,1995-10-04
2440,2566,48,POPLATEK MESICNE,1993-01-27
2441,2567,17,POPLATEK MESICNE,1996-01-07
2442,2568,17,POPLATEK MESICNE,1994-03-02
2443,2569,2,POPLATEK MESICNE,1994-06-10
2444,2570,1,POPLATEK MESICNE,1995-12-19
2445,2571,61,POPLATEK MESICNE,1997-01-15
2446,2572,64,POPLATEK PO OBRATU,1994-11-13
2447,2573,4,POPLATEK MESICNE,1996-07-16
2448,2574,68,POPLATEK MESICNE,1993-02-02
2449,2575,72,POPLATEK MESICNE,1997-04-13
2450,2576,1,POPLATEK MESICNE,1993-09-02
2451,2577,7,POPLATEK MESICNE,1995-07-30
2452,2578,54,POPLATEK MESICNE,1996-03-25
2453,2579,24,POPLATEK MESICNE,1997-10-18
2454,2580,60,POPLATEK MESICNE,1995-11-09
2455,2581,72,POPLATEK MESICNE,1993-03-11
2456,2582,28,POPLATEK MESICNE,1993-11-01
2457,2583,62,POPLATEK MESICNE,1993-05-11
2458,2584,50,POPLATEK MESICNE,1993-07-08
2459,2585,75,POPLATEK MESICNE,1993-02-10
2460,2586,57,POPLATEK MESICNE,1997-04-16
2461,2587,1,POPLATEK MESICNE,1997-07-25
2462,2588,5,POPLATEK MESICNE,1993-12-04
2463,2589,10,POPLATEK MESICNE,1996-12-04
2464,2590,47,POPLATEK MESICNE,1996-12-04
2465,2591,1,POPLATEK MESICNE,1996-05-06
2466,2592,69,POPLATEK MESICNE,1993-09-01
2467,2593,5,POPLATEK MESICNE,1996-07-06
2468,2594,19,POPLATEK PO OBRATU,1997-05-03
2469,2595,1,POPLATEK MESICNE,1997-08-17
2470,2596,1,POPLATEK MESICNE,1994-09-02
2471,2597,31,POPLATEK MESICNE,1997-03-16
2472,2598,1,POPLATEK MESICNE,1996-03-14
2473,2599,48,POPLATEK MESICNE,1993-04-20
2474,2600,1,POPLATEK MESICNE,1996-02-13
2475,2601,70,POPLATEK MESICNE,1996-11-24
2476,2602,46,POPLATEK MESICNE,1996-06-17
2477,2603,9,POPLATEK MESICNE,1996-06-14
2478,2604,68,POPLATEK MESICNE,1996-07-04
2479,2605,21,POPLATEK MESICNE,1996-01-10
2480,2606,1,POPLATEK MESICNE,1994-07-27
2481,2607,1,POPLATEK MESICNE,1997-08-19
2482,2608,19,POPLATEK MESICNE,1995-08-09
2483,2609,73,POPLATEK MESICNE,1993-05-03
2484,2610,54,POPLATEK MESICNE,1996-12-20
2485,2611,1,POPLATEK MESICNE,1996-03-06
2486,2612,1,POPLATEK MESICNE,1997-04-29
2487,2613,26,POPLATEK MESICNE,1993-10-03
2488,2614,44,POPLATEK MESICNE,1996-09-11
2489,2615,68,POPLATEK MESICNE,1994-07-17
2490,2616,1,POPLATEK MESICNE,1993-08-17
2491,2617,1,POPLATEK MESICNE,1993-09-24
2492,2618,60,POPLATEK MESICNE,1993-03-21
2493,2619,20,POPLATEK MESICNE,1996-05-13
2494,2620,22,POPLATEK MESICNE,1993-08-03
2495,2621,55,POPLATEK MESICNE,1995-10-29
2496,2622,1,POPLATEK MESICNE,1996-08-21
2497,2623,58,POPLATEK MESICNE,1993-10-09
2498,2624,31,POPLATEK MESICNE,1996-03-28
2499,2625,48,POPLATEK TYDNE,1996-07-09
2500,2627,76,POPLATEK MESICNE,1994-10-02
2501,2628,64,POPLATEK PO OBRATU,1994-02-06
2502,2629,66,POPLATEK MESICNE,1996-09-10
2503,2630,64,POPLATEK MESICNE,1995-12-21
2504,2631,1,POPLATEK MESICNE,1996-03-29
2505,2632,24,POPLATEK MESICNE,1993-01-02
2506,2633,25,POPLATEK MESICNE,1996-03-14
2507,2634,45,POPLATEK MESICNE,1997-10-08
2508,2635,27,POPLATEK MESICNE,1996-02-04
2509,2636,18,POPLATEK MESICNE,1996-11-26
2510,2637,70,POPLATEK MESICNE,1997-01-01
2511,2638,5,POPLATEK MESICNE,1994-06-02
2512,2639,17,POPLATEK MESICNE,1993-04-26
2513,2640,1,POPLATEK MESICNE,1996-09-21
2514,2641,7,POPLATEK MESICNE,1993-05-02
2515,2642,68,POPLATEK MESICNE,1995-06-05
2516,2644,1,POPLATEK MESICNE,1997-08-08
2517,2645,54,POPLATEK MESICNE,1993-05-22
2518,2646,6,POPLATEK MESICNE,1997-07-24
2519,2647,73,POPLATEK MESICNE,1993-02-08
2520,2648,51,POPLATEK MESICNE,1993-04-13
2521,2649,2,POPLATEK MESICNE,1993-09-08
2522,2650,72,POPLATEK MESICNE,1996-03-26
2523,2651,2,POPLATEK MESICNE,1993-03-21
2524,2652,1,POPLATEK MESICNE,1996-07-22
2525,2653,66,POPLATEK MESICNE,1997-01-08
2526,2654,56,POPLATEK MESICNE,1994-07-21
2527,2655,1,POPLATEK MESICNE,1996-09-07
2528,2656,1,POPLATEK MESICNE,1997-02-18
2529,2657,55,POPLATEK MESICNE,1996-10-07
2530,2658,27,POPLATEK MESICNE,1997-11-14
2531,2659,14,POPLATEK MESICNE,1996-03-30
2532,2660,1,POPLATEK TYDNE,1993-10-17
2533,2661,1,POPLATEK MESICNE,1997-02-25
2534,2662,71,POPLATEK MESICNE,1994-05-24
2535,2663,64,POPLATEK MESICNE,1995-01-25
2536,2664,58,POPLATEK MESICNE,1994-01-20
2537,2665,61,POPLATEK MESICNE,1993-11-13
2538,2666,49,POPLATEK MESICNE,1993-03-08
2539,2667,23,POPLATEK MESICNE,1993-10-23
2540,2668,21,POPLATEK MESICNE,1997-05-20
2541,2670,13,POPLATEK MESICNE,1993-01-27
2542,2671,1,POPLATEK MESICNE,1993-09-15
2543,2672,59,POPLATEK MESICNE,1997-03-14
2544,2673,34,POPLATEK MESICNE,1994-01-04
2545,2674,50,POPLATEK MESICNE,1995-10-10
2546,2675,1,POPLATEK MESICNE,1994-02-19
2547,2676,73,POPLATEK MESICNE,1993-01-22
2548,2677,5,POPLATEK MESICNE,1996-08-28
2549,2678,1,POPLATEK MESICNE,1997-07-15
2550,2679,67,POPLATEK MESICNE,1997-07-24
2551,2680,46,POPLATEK MESICNE,1995-03-03
2552,2681,28,POPLATEK MESICNE,1995-01-19
2553,2684,7,POPLATEK MESICNE,1997-09-10
2554,2685,67,POPLATEK MESICNE,1996-11-01
2555,2686,26,POPLATEK MESICNE,1996-01-11
2556,2687,76,POPLATEK MESICNE,1993-07-01
2557,2688,72,POPLATEK MESICNE,1995-02-20
2558,2689,70,POPLATEK MESICNE,1997-01-01
2559,2690,66,POPLATEK MESICNE,1997-03-19
2560,2691,69,POPLATEK MESICNE,1993-09-08
2561,2692,28,POPLATEK MESICNE,1995-12-08
2562,2693,17,POPLATEK MESICNE,1997-11-17
2563,2694,7,POPLATEK MESICNE,1993-03-08
2564,2695,16,POPLATEK MESICNE,1993-09-16
2565,2696,1,POPLATEK MESICNE,1997-01-19
2566,2697,8,POPLATEK MESICNE,1993-06-26
2567,2698,49,POPLATEK MESICNE,1997-05-21
2568,2699,73,POPLATEK MESICNE,1996-12-25
2569,2700,74,POPLATEK MESICNE,1993-11-08
2570,2701,71,POPLATEK MESICNE,1993-07-27
2571,2702,74,POPLATEK MESICNE,1996-02-01
2572,2703,61,POPLATEK MESICNE,1997-10-28
2573,2705,63,POPLATEK PO OBRATU,1993-07-05
2574,2706,47,POPLATEK MESICNE,1996-06-23
2575,2707,61,POPLATEK MESICNE,1994-11-27
2576,2708,1,POPLATEK MESICNE,1996-03-25
2577,2709,2,POPLATEK MESICNE,1996-10-18
2578,2710,12,POPLATEK MESICNE,1996-06-12
2579,2711,58,POPLATEK MESICNE,1993-05-19
2580,2712,9,POPLATEK MESICNE,1993-03-12
2581,2713,26,POPLATEK MESICNE,1994-04-03
2582,2714,1,POPLATEK MESICNE,1993-01-30
2583,2715,42,POPLATEK MESICNE,1997-10-06
2584,2716,66,POPLATEK MESICNE,1996-01-08
2585,2717,74,POPLATEK MESICNE,1996-07-25
2586,2718,29,POPLATEK MESICNE,1995-02-05
2587,2719,10,POPLATEK MESICNE,1996-02-08
2588,2720,2,POPLATEK TYDNE,1997-06-16
2589,2721,74,POPLATEK MESICNE,1997-11-14
2590,2722,69,POPLATEK MESICNE,1997-07-24
2591,2723,75,POPLATEK MESICNE,1995-03-12
2592,2724,11,POPLATEK MESICNE,1996-08-09
2593,2725,52,POPLATEK MESICNE,1997-04-02
2594,2726,18,POPLATEK MESICNE,1995-04-20
2595,2727,1,POPLATEK MESICNE,1995-10-25
2596,2728,52,POPLATEK TYDNE,1997-07-06
2597,2729,40,POPLATEK MESICNE,1995-01-16
2598,2730,23,POPLATEK MESICNE,1996-05-02
2599,2731,1,POPLATEK MESICNE,1995-09-26
2600,2732,5,POPLATEK MESICNE,1993-07-27
2601,2733,76,POPLATEK MESICNE,1993-12-22
2602,2734,53,POPLATEK MESICNE,1996-12-16
2603,2736,72,POPLATEK MESICNE,1993-07-02
2604,2737,69,POPLATEK MESICNE,1996-07-06
2605,2738,41,POPLATEK MESICNE,1993-11-12
2606,2739,59,POPLATEK MESICNE,1993-11-29
2607,2740,14,POPLATEK MESICNE,1994-05-08
2608,2741,15,POPLATEK MESICNE,1993-06-07
2609,2742,23,POPLATEK MESICNE,1994-10-15
2610,2743,51,POPLATEK MESICNE,1997-05-22
2611,2744,70,POPLATEK TYDNE,1997-04-19
2612,2745,60,POPLATEK MESICNE,1997-09-28
2613,2746,24,POPLATEK MESICNE,1996-08-23
2614,2747,1,POPLATEK MESICNE,1994-08-14
2615,2749,1,POPLATEK MESICNE,1994-05-23
2616,2750,13,POPLATEK MESICNE,1995-04-13
2617,2751,31,POPLATEK MESICNE,1995-04-28
2618,2752,74,POPLATEK MESICNE,1996-05-15
2619,2753,26,POPLATEK MESICNE,1996-02-13
2620,2754,57,POPLATEK TYDNE,1996-01-26
2621,2755,20,POPLATEK MESICNE,1995-01-26
2622,2756,24,POPLATEK MESICNE,1997-10-21
2623,2757,54,POPLATEK MESICNE,1996-05-14
2624,2758,70,POPLATEK MESICNE,1993-05-19
2625,2759,46,POPLATEK MESICNE,1996-10-23
2626,2760,10,POPLATEK MESICNE,1997-03-14
2627,2761,1,POPLATEK MESICNE,1996-12-26
2628,2762,19,POPLATEK MESICNE,1993-03-20
2629,2763,64,POPLATEK MESICNE,1993-02-11
2630,2764,53,POPLATEK MESICNE,1996-08-15
2631,2765,69,POPLATEK MESICNE,1997-09-20
2632,2766,31,POPLATEK MESICNE,1997-02-20
2633,2767,54,POPLATEK MESICNE,1996-03-23
2634,2768,73,POPLATEK MESICNE,1993-12-20
2635,2770,42,POPLATEK MESICNE,1993-12-25
2636,2771,37,POPLATEK MESICNE,1993-08-18
2637,2772,11,POPLATEK MESICNE,1996-02-24
2638,2773,38,POPLATEK MESICNE,1996-06-23
2639,2774,42,POPLATEK MESICNE,1996-02-05
2640,2775,30,POPLATEK MESICNE,1997-12-08
2641,2776,23,POPLATEK MESICNE,1997-08-10
2642,2777,62,POPLATEK MESICNE,1996-12-25
2643,2778,38,POPLATEK MESICNE,1993-12-30
2644,2779,73,POPLATEK MESICNE,1993-06-15
2645,2780,63,POPLATEK MESICNE,1995-12-29
2646,2781,16,POPLATEK MESICNE,1995-06-20
2647,2782,1,POPLATEK MESICNE,1997-02-27
2648,2783,43,POPLATEK MESICNE,1995-11-23
2649,2784,40,POPLATEK MESICNE,1997-10-30
2650,2787,1,POPLATEK MESICNE,1997-12-07
2651,2788,54,POPLATEK MESICNE,1994-10-12
2652,2789,14,POPLATEK MESICNE,1994-01-01
2653,2790,1,POPLATEK MESICNE,1994-10-18
2654,2791,25,POPLATEK MESICNE,1997-12-19
2655,2792,1,POPLATEK MESICNE,1996-08-26
2656,2793,47,POPLATEK MESICNE,1993-10-09
2657,2794,74,POPLATEK MESICNE,1996-08-08
2658,2795,11,POPLATEK MESICNE,1996-08-20
2659,2796,5,POPLATEK TYDNE,1997-12-08
2660,2797,74,POPLATEK MESICNE,1997-02-26
2661,2798,70,POPLATEK MESICNE,1994-08-24
2662,2799,54,POPLATEK TYDNE,1994-04-03
2663,2800,41,POPLATEK MESICNE,1997-05-08
2664,2801,11,POPLATEK MESICNE,1996-09-23
2665,2802,1,POPLATEK MESICNE,1993-09-16
2666,2803,58,POPLATEK MESICNE,1995-12-01
2667,2804,53,POPLATEK MESICNE,1996-02-22
2668,2805,39,POPLATEK MESICNE,1996-05-20
2669,2806,53,POPLATEK MESICNE,1997-06-26
2670,2807,42,POPLATEK MESICNE,1996-10-04
2671,2808,1,POPLATEK MESICNE,1994-12-18
2672,2809,73,POPLATEK MESICNE,1994-12-08
2673,2810,66,POPLATEK MESICNE,1995-03-16
2674,2811,4,POPLATEK MESICNE,1996-01-02
2675,2812,18,POPLATEK MESICNE,1996-07-05
2676,2813,24,POPLATEK MESICNE,1993-12-15
2677,2814,72,POPLATEK MESICNE,1993-04-25
2678,2816,74,POPLATEK MESICNE,1997-05-04
2679,2817,56,POPLATEK MESICNE,1993-04-07
2680,2818,40,POPLATEK MESICNE,1993-07-21
2681,2819,35,POPLATEK MESICNE,1994-07-16
2682,2820,36,POPLATEK MESICNE,1997-12-11
2683,2821,54,POPLATEK MESICNE,1996-07-12
2684,2823,57,POPLATEK MESICNE,1993-04-18
2685,2824,11,POPLATEK MESICNE,1993-10-20
2686,2825,54,POPLATEK MESICNE,1996-07-10
2687,2826,35,POPLATEK MESICNE,1996-11-20
2688,2827,70,POPLATEK MESICNE,1996-12-18
2689,2829,66,POPLATEK MESICNE,1997-08-18
2690,2830,20,POPLATEK MESICNE,1995-08-04
2691,2831,1,POPLATEK MESICNE,1997-11-10
2692,2832,12,POPLATEK MESICNE,1997-11-22
2693,2833,64,POPLATEK MESICNE,1995-08-30
2694,2834,70,POPLATEK MESICNE,1995-10-14
2695,2835,73,POPLATEK MESICNE,1995-10-03
2696,2836,42,POPLATEK MESICNE,1995-11-18
2697,2837,46,POPLATEK MESICNE,1996-06-02
2698,2838,3,POPLATEK TYDNE,1993-04-13
2699,2839,70,POPLATEK MESICNE,1995-04-04
2700,2840,15,POPLATEK MESICNE,1994-10-09
2701,2841,71,POPLATEK MESICNE,1993-07-27
2702,2842,14,POPLATEK MESICNE,1993-12-29
2703,2843,30,POPLATEK MESICNE,1997-03-29
2704,2844,43,POPLATEK MESICNE,1996-01-19
2705,2845,62,POPLATEK MESICNE,1997-08-21
2706,2846,1,POPLATEK MESICNE,1997-09-27
2707,2847,75,POPLATEK MESICNE,1994-05-08
2708,2849,1,POPLATEK MESICNE,1993-09-16
2709,2850,57,POPLATEK MESICNE,1997-11-22
2710,2851,17,POPLATEK MESICNE,1995-12-02
2711,2852,70,POPLATEK MESICNE,1996-12-29
2712,2853,54,POPLATEK MESICNE,1995-09-08
2713,2854,1,POPLATEK MESICNE,1997-01-18
2714,2855,27,POPLATEK MESICNE,1995-08-21
2715,2856,25,POPLATEK MESICNE,1995-03-18
2716,2857,19,POPLATEK MESICNE,1997-04-28
2717,2858,56,POPLATEK MESICNE,1995-08-22
2718,2859,11,POPLATEK MESICNE,1993-10-23
2719,2860,54,POPLATEK TYDNE,1997-05-30
2720,2861,38,POPLATEK MESICNE,1993-02-10
2721,2862,33,POPLATEK MESICNE,1993-06-07
2722,2863,14,POPLATEK MESICNE,1996-01-21
2723,2864,54,POPLATEK MESICNE,1996-03-16
2724,2865,1,POPLATEK MESICNE,1995-03-03
2725,2866,43,POPLATEK MESICNE,1995-09-13
2726,2867,30,POPLATEK MESICNE,1993-11-04
2727,2868,1,POPLATEK MESICNE,1994-06-15
2728,2869,68,POPLATEK MESICNE,1996-09-27
2729,2870,1,POPLATEK MESICNE,1996-06-18
2730,2871,52,POPLATEK MESICNE,1995-10-30
2731,2872,1,POPLATEK MESICNE,1996-09-04
2732,2873,70,POPLATEK MESICNE,1996-12-13
2733,2874,32,POPLATEK MESICNE,1997-04-02
2734,2875,19,POPLATEK MESICNE,1996-12-24
2735,2876,52,POPLATEK MESICNE,1993-04-22
2736,2877,37,POPLATEK MESICNE,1995-06-04
2737,2878,1,POPLATEK MESICNE,1997-06-14
2738,2879,15,POPLATEK MESICNE,1997-10-14
2739,2880,71,POPLATEK MESICNE,1993-06-16
2740,2881,70,POPLATEK MESICNE,1993-01-04
2741,2882,44,POPLATEK MESICNE,1996-07-20
2742,2883,77,POPLATEK MESICNE,1997-06-29
2743,2884,1,POPLATEK MESICNE,1993-02-08
2744,2885,1,POPLATEK MESICNE,1996-09-04
2745,2886,1,POPLATEK MESICNE,1994-04-08
2746,2887,76,POPLATEK MESICNE,1996-07-13
2747,2888,19,POPLATEK MESICNE,1996-05-23
2748,2889,8,POPLATEK MESICNE,1996-03-23
2749,2890,69,POPLATEK MESICNE,1996-02-07
2750,2891,42,POPLATEK MESICNE,1997-05-28
2751,2892,64,POPLATEK MESICNE,1997-12-16
2752,2893,39,POPLATEK MESICNE,1996-02-08
2753,2894,17,POPLATEK MESICNE,1993-08-28
2754,2895,19,POPLATEK MESICNE,1993-03-09
2755,2896,29,POPLATEK MESICNE,1993-03-30
2756,2897,51,POPLATEK MESICNE,1997-10-11
2757,2898,54,POPLATEK MESICNE,1996-11-23
2758,2899,40,POPLATEK MESICNE,1997-04-03
2759,2900,20,POPLATEK MESICNE,1997-05-14
2760,2901,1,POPLATEK MESICNE,1997-04-09
2761,2902,32,POPLATEK MESICNE,1993-01-28
2762,2903,38,POPLATEK MESICNE,1994-05-19
2763,2904,13,POPLATEK MESICNE,1996-03-20
2764,2905,74,POPLATEK MESICNE,1994-10-03
2765,2906,49,POPLATEK MESICNE,1996-09-20
2766,2907,70,POPLATEK MESICNE,1993-09-09
2767,2908,61,POPLATEK MESICNE,1997-03-16
2768,2909,58,POPLATEK MESICNE,1996-04-04
2769,2910,68,POPLATEK MESICNE,1997-10-21
2770,2911,33,POPLATEK MESICNE,1995-02-25
2771,2912,74,POPLATEK MESICNE,1994-07-30
2772,2913,8,POPLATEK MESICNE,1993-12-28
2773,2914,4,POPLATEK MESICNE,1996-09-08
2774,2915,57,POPLATEK MESICNE,1993-07-23
2775,2916,6,POPLATEK MESICNE,1996-12-03
2776,2917,68,POPLATEK MESICNE,1996-08-08
2777,2918,15,POPLATEK PO OBRATU,1997-12-05
2778,2919,77,POPLATEK MESICNE,1995-05-10
2779,2920,73,POPLATEK MESICNE,1997-11-13
2780,2921,54,POPLATEK MESICNE,1996-09-21
2781,2922,16,POPLATEK MESICNE,1994-06-06
2782,2923,43,POPLATEK MESICNE,1995-01-10
2783,2924,56,POPLATEK MESICNE,1994-10-16
2784,2925,1,POPLATEK MESICNE,1993-01-10
2785,2926,50,POPLATEK MESICNE,1993-01-14
2786,2927,37,POPLATEK MESICNE,1997-08-04
2787,2928,55,POPLATEK MESICNE,1993-12-14
2788,2929,51,POPLATEK MESICNE,1996-04-06
2789,2930,1,POPLATEK MESICNE,1996-08-24
2790,2931,36,POPLATEK MESICNE,1995-05-04
2791,2932,72,POPLATEK MESICNE,1993-05-04
2792,2933,10,POPLATEK MESICNE,1993-06-18
