,Total day charge,Total intl calls,Area code_415,Area code_510,Total eve minutes,Total day minutes,Total day calls,Voice mail plan,Area code_408,Customer service calls,International plan,Churn,Number vmail messages,Total intl minutes,Total intl charge,Total eve charge
1522,17.29,6.0,1.0,0.0,202.8,101.7,105.0,0.0,0.0,3.0,0.0,0.0,0.0,9.4,2.54,17.24
1523,43.93,8.0,1.0,0.0,126.8,258.4,132.0,0.0,0.0,4.0,0.0,0.0,0.0,9.7,2.62,10.78
1524,41.21,6.0,0.0,0.0,152.9,242.4,126.0,0.0,1.0,1.0,0.0,0.0,0.0,11.8,3.19,13.0
1525,32.33,6.0,1.0,0.0,197.7,190.2,102.0,0.0,0.0,2.0,0.0,0.0,0.0,9.8,2.65,16.8
1526,26.2,4.0,0.0,0.0,204.2,154.1,104.0,0.0,1.0,2.0,0.0,0.0,0.0,9.8,2.65,17.36
1527,31.96,3.0,0.0,1.0,90.5,188.0,127.0,0.0,0.0,3.0,0.0,0.0,0.0,15.3,4.13,7.69
1528,17.53,5.0,0.0,1.0,275.0,103.1,70.0,0.0,0.0,1.0,0.0,0.0,0.0,11.2,3.02,23.38
1529,29.82,4.0,1.0,0.0,159.5,175.4,130.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,3.13,13.56
1530,24.72,1.0,1.0,0.0,209.1,145.4,93.0,0.0,0.0,1.0,0.0,0.0,0.0,10.9,2.94,17.77
1531,27.46,5.0,1.0,0.0,214.2,161.5,123.0,0.0,0.0,1.0,0.0,0.0,0.0,8.6,2.32,18.21
1532,44.22,2.0,0.0,0.0,256.5,260.1,101.0,0.0,1.0,1.0,0.0,1.0,0.0,10.0,2.7,21.8
1533,22.12,5.0,1.0,0.0,167.0,130.1,90.0,1.0,0.0,3.0,1.0,1.0,42.0,13.6,3.67,14.2
1534,17.34,3.0,1.0,0.0,113.3,102.0,118.0,0.0,0.0,2.0,0.0,0.0,0.0,11.4,3.08,9.63
1535,37.18,4.0,1.0,0.0,155.0,218.7,104.0,1.0,0.0,1.0,0.0,0.0,33.0,12.1,3.27,13.18
1536,21.85,6.0,0.0,0.0,188.4,128.5,86.0,1.0,1.0,1.0,0.0,0.0,30.0,6.8,1.84,16.01
1537,21.88,4.0,0.0,1.0,227.1,128.7,100.0,0.0,0.0,2.0,0.0,1.0,0.0,9.2,2.48,19.3
1538,29.27,4.0,1.0,0.0,162.6,172.2,92.0,0.0,0.0,1.0,0.0,0.0,0.0,8.7,2.35,13.82
1539,33.86,3.0,0.0,0.0,126.0,199.2,124.0,0.0,1.0,1.0,0.0,0.0,0.0,7.6,2.05,10.71
1540,31.37,3.0,1.0,0.0,200.5,184.5,98.0,0.0,0.0,2.0,0.0,0.0,0.0,8.8,2.38,17.04
1541,28.66,7.0,0.0,1.0,175.6,168.6,99.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,2.94,14.93
1542,29.58,3.0,1.0,0.0,205.3,174.0,118.0,1.0,0.0,1.0,0.0,0.0,30.0,6.7,1.81,17.45
1543,39.17,3.0,1.0,0.0,257.4,230.4,65.0,0.0,0.0,1.0,0.0,0.0,0.0,8.5,2.3,21.88
1544,33.69,5.0,0.0,0.0,202.8,198.2,73.0,0.0,1.0,1.0,0.0,0.0,0.0,5.1,1.38,17.24
1545,31.64,4.0,0.0,1.0,211.6,186.1,96.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.16,17.99
1546,25.25,2.0,1.0,0.0,243.0,148.5,105.0,0.0,0.0,1.0,0.0,0.0,0.0,6.8,1.84,20.66
1547,26.71,8.0,1.0,0.0,268.8,157.1,109.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.7,22.85
1548,26.35,4.0,1.0,0.0,133.4,155.0,110.0,0.0,0.0,4.0,0.0,1.0,0.0,7.0,1.89,11.34
1549,32.05,6.0,1.0,0.0,182.0,188.5,77.0,0.0,0.0,1.0,0.0,0.0,0.0,6.1,1.65,15.47
1550,35.5,5.0,0.0,0.0,225.3,208.8,120.0,0.0,1.0,0.0,0.0,0.0,0.0,11.1,3.0,19.15
1551,33.81,4.0,0.0,1.0,207.0,198.9,87.0,1.0,0.0,3.0,0.0,0.0,30.0,12.6,3.4,17.6
1552,36.18,2.0,0.0,0.0,204.1,212.8,79.0,0.0,1.0,1.0,0.0,0.0,0.0,10.2,2.75,17.35
1553,23.36,2.0,0.0,1.0,120.0,137.4,126.0,0.0,0.0,3.0,0.0,0.0,0.0,12.4,3.35,10.2
1554,32.61,3.0,0.0,1.0,267.8,191.8,75.0,1.0,0.0,2.0,0.0,0.0,31.0,12.8,3.46,22.76
1555,25.33,11.0,0.0,1.0,49.2,149.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,3.75,4.18
1556,19.91,4.0,0.0,0.0,249.6,117.1,118.0,0.0,1.0,3.0,0.0,0.0,0.0,11.1,3.0,21.22
1557,18.36,3.0,1.0,0.0,241.9,108.0,79.0,0.0,0.0,3.0,0.0,0.0,0.0,10.4,2.81,20.56
1558,19.18,5.0,1.0,0.0,199.4,112.8,133.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,2.73,16.95
1559,29.9,6.0,0.0,1.0,188.3,175.9,105.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,2.97,16.01
1560,40.22,2.0,0.0,1.0,169.9,236.6,109.0,0.0,0.0,1.0,0.0,1.0,0.0,11.1,3.0,14.44
1561,22.03,10.0,1.0,0.0,246.2,129.6,79.0,0.0,0.0,3.0,0.0,0.0,0.0,9.4,2.54,20.93
1562,22.66,2.0,0.0,1.0,184.1,133.3,63.0,1.0,0.0,1.0,0.0,0.0,20.0,13.5,3.65,15.65
1563,28.53,3.0,0.0,1.0,212.9,167.8,121.0,0.0,0.0,5.0,0.0,0.0,0.0,13.0,3.51,18.1
1564,48.14,1.0,0.0,1.0,239.7,283.2,110.0,1.0,0.0,5.0,0.0,0.0,21.0,6.3,1.7,20.37
1565,24.0,2.0,0.0,0.0,149.1,141.2,132.0,0.0,1.0,2.0,0.0,0.0,0.0,7.0,1.89,12.67
1566,39.13,2.0,1.0,0.0,196.1,230.2,106.0,1.0,0.0,1.0,0.0,0.0,27.0,10.4,2.81,16.67
1567,40.43,6.0,1.0,0.0,208.9,237.8,92.0,0.0,0.0,2.0,1.0,1.0,0.0,15.6,4.21,17.76
1568,34.68,3.0,0.0,1.0,168.5,204.0,84.0,0.0,0.0,3.0,1.0,1.0,0.0,13.3,3.59,14.32
1569,37.59,3.0,0.0,1.0,178.6,221.1,106.0,0.0,0.0,1.0,0.0,0.0,0.0,7.4,2.0,15.18
1570,30.12,2.0,0.0,0.0,142.6,177.2,93.0,0.0,1.0,4.0,0.0,0.0,0.0,12.7,3.43,12.12
1571,27.85,4.0,1.0,0.0,255.6,163.8,73.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,4.24,21.73
1572,24.02,3.0,0.0,1.0,230.4,141.3,96.0,1.0,0.0,3.0,0.0,0.0,4.0,9.4,2.54,19.58
1573,46.33,5.0,1.0,0.0,226.1,272.5,119.0,0.0,0.0,3.0,0.0,1.0,0.0,16.4,4.43,19.22
1574,20.21,5.0,0.0,0.0,228.3,118.9,112.0,1.0,1.0,2.0,0.0,0.0,16.0,8.2,2.21,19.41
1575,1.34,1.0,1.0,0.0,136.4,7.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,3.27,11.59
1576,27.12,4.0,0.0,0.0,167.2,159.5,96.0,0.0,1.0,0.0,0.0,0.0,0.0,10.2,2.75,14.21
1577,25.53,2.0,0.0,0.0,185.7,150.2,70.0,0.0,1.0,1.0,0.0,0.0,0.0,12.1,3.27,15.78
1578,23.92,4.0,1.0,0.0,210.9,140.7,88.0,0.0,0.0,2.0,0.0,0.0,0.0,12.4,3.35,17.93
1579,28.76,3.0,0.0,1.0,216.8,169.2,123.0,0.0,0.0,1.0,0.0,0.0,0.0,12.6,3.4,18.43
1580,37.54,3.0,0.0,1.0,148.5,220.8,77.0,0.0,0.0,2.0,0.0,0.0,0.0,7.6,2.05,12.62
1581,36.77,3.0,0.0,1.0,266.3,216.3,96.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,1.22,22.64
1582,28.82,7.0,0.0,1.0,157.6,169.5,96.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,2.86,13.4
1583,43.57,1.0,0.0,1.0,258.1,256.3,119.0,1.0,0.0,1.0,0.0,0.0,35.0,11.7,3.16,21.94
1584,30.55,3.0,1.0,0.0,299.8,179.7,128.0,0.0,0.0,1.0,0.0,0.0,0.0,7.6,2.05,25.48
1585,45.22,6.0,1.0,0.0,130.1,266.0,120.0,0.0,0.0,3.0,0.0,0.0,0.0,13.1,3.54,11.06
1586,16.44,3.0,1.0,0.0,193.8,96.7,97.0,0.0,0.0,2.0,0.0,0.0,0.0,9.7,2.62,16.47
1587,14.06,9.0,0.0,0.0,194.6,82.7,116.0,0.0,1.0,0.0,0.0,0.0,0.0,10.9,2.94,16.54
1588,28.59,3.0,1.0,0.0,161.7,168.2,87.0,0.0,0.0,3.0,0.0,0.0,0.0,10.1,2.73,13.74
1589,48.69,14.0,0.0,0.0,178.2,286.4,109.0,0.0,1.0,1.0,0.0,1.0,0.0,10.7,2.89,15.15
1590,29.63,5.0,0.0,0.0,186.6,174.3,95.0,0.0,1.0,3.0,0.0,0.0,0.0,12.9,3.48,15.86
1591,32.4,6.0,1.0,0.0,161.7,190.6,100.0,0.0,0.0,1.0,1.0,0.0,0.0,13.0,3.51,13.74
1592,29.84,3.0,0.0,1.0,205.1,175.5,86.0,0.0,0.0,4.0,0.0,0.0,0.0,17.8,4.81,17.43
1593,22.68,7.0,1.0,0.0,204.6,133.4,102.0,0.0,0.0,1.0,0.0,0.0,0.0,11.1,3.0,17.39
1594,34.78,2.0,0.0,1.0,136.0,204.6,96.0,1.0,0.0,3.0,0.0,0.0,27.0,6.6,1.78,11.56
1595,41.17,6.0,0.0,1.0,233.2,242.2,88.0,0.0,0.0,3.0,0.0,0.0,0.0,6.2,1.67,19.82
1596,43.03,4.0,1.0,0.0,210.1,253.1,112.0,1.0,0.0,3.0,0.0,0.0,33.0,11.9,3.21,17.86
1597,22.1,4.0,1.0,0.0,185.3,130.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,2.24,15.75
1598,18.0,7.0,0.0,0.0,189.6,105.9,151.0,0.0,1.0,0.0,0.0,0.0,0.0,12.7,3.43,16.12
1599,33.01,7.0,1.0,0.0,193.8,194.2,98.0,0.0,0.0,3.0,0.0,0.0,0.0,9.3,2.51,16.47
1600,33.41,2.0,1.0,0.0,190.0,196.5,82.0,0.0,0.0,2.0,0.0,0.0,0.0,10.8,2.92,16.15
1601,31.37,3.0,0.0,1.0,172.0,184.5,81.0,0.0,0.0,3.0,0.0,0.0,0.0,13.7,3.7,14.62
1602,44.52,4.0,0.0,0.0,148.1,261.9,113.0,0.0,1.0,0.0,0.0,0.0,0.0,13.8,3.73,12.59
1603,34.41,5.0,0.0,1.0,260.2,202.4,118.0,0.0,0.0,3.0,0.0,0.0,0.0,9.2,2.48,22.12
1604,28.46,4.0,1.0,0.0,172.7,167.4,113.0,1.0,0.0,3.0,0.0,0.0,39.0,9.5,2.57,14.68
1605,28.51,11.0,1.0,0.0,246.8,167.7,104.0,1.0,0.0,1.0,0.0,0.0,22.0,7.5,2.03,20.98
1606,40.83,1.0,1.0,0.0,230.3,240.2,78.0,0.0,0.0,2.0,0.0,0.0,0.0,5.2,1.4,19.58
1607,32.15,4.0,1.0,0.0,178.2,189.1,112.0,1.0,0.0,1.0,0.0,0.0,26.0,11.1,3.0,15.15
1608,21.71,7.0,0.0,0.0,182.9,127.7,67.0,0.0,1.0,1.0,0.0,0.0,0.0,10.6,2.86,15.55
1609,34.88,3.0,1.0,0.0,99.5,205.2,106.0,0.0,0.0,1.0,0.0,0.0,0.0,13.4,3.62,8.46
1610,26.27,3.0,0.0,1.0,193.6,154.5,129.0,0.0,0.0,2.0,0.0,0.0,0.0,13.4,3.62,16.46
1611,26.13,6.0,1.0,0.0,194.0,153.7,109.0,0.0,0.0,1.0,0.0,0.0,0.0,14.1,3.81,16.49
1612,55.78,3.0,0.0,1.0,151.7,328.1,106.0,0.0,0.0,1.0,0.0,1.0,0.0,8.7,2.35,12.89
1613,24.8,10.0,1.0,0.0,208.2,145.9,69.0,0.0,0.0,0.0,1.0,1.0,0.0,14.4,3.89,17.7
1614,34.2,1.0,1.0,0.0,280.1,201.2,76.0,1.0,0.0,1.0,0.0,0.0,37.0,11.8,3.19,23.81
1615,23.65,9.0,0.0,1.0,246.0,139.1,72.0,0.0,0.0,5.0,0.0,0.0,0.0,11.4,3.08,20.91
1616,20.21,10.0,1.0,0.0,278.3,118.9,128.0,0.0,0.0,2.0,0.0,0.0,0.0,13.2,3.56,23.66
1617,36.99,4.0,0.0,0.0,279.0,217.6,87.0,0.0,1.0,2.0,0.0,1.0,0.0,10.4,2.81,23.72
1618,24.65,2.0,1.0,0.0,209.1,145.0,133.0,0.0,0.0,1.0,0.0,0.0,0.0,14.6,3.94,17.77
1619,34.6,3.0,0.0,1.0,289.6,203.5,89.0,0.0,0.0,3.0,0.0,0.0,0.0,8.7,2.35,24.62
1620,45.87,8.0,0.0,0.0,228.8,269.8,106.0,0.0,1.0,1.0,0.0,1.0,0.0,10.1,2.73,19.45
1621,21.47,2.0,1.0,0.0,209.6,126.3,84.0,1.0,0.0,1.0,0.0,0.0,21.0,10.6,2.86,17.82
1622,14.98,1.0,0.0,1.0,175.9,88.1,125.0,1.0,0.0,2.0,0.0,0.0,15.0,9.7,2.62,14.95
1623,37.15,4.0,1.0,0.0,196.7,218.5,61.0,1.0,0.0,2.0,0.0,0.0,34.0,9.9,2.67,16.72
1624,40.26,8.0,1.0,0.0,263.4,236.8,61.0,1.0,0.0,1.0,0.0,0.0,26.0,11.2,3.02,22.39
1625,21.1,5.0,0.0,0.0,192.8,124.1,117.0,0.0,1.0,3.0,0.0,0.0,0.0,6.4,1.73,16.39
1626,31.31,10.0,0.0,1.0,167.5,184.2,132.0,1.0,0.0,0.0,1.0,0.0,30.0,10.0,2.7,14.24
1627,37.86,4.0,1.0,0.0,277.0,222.7,133.0,0.0,0.0,4.0,0.0,0.0,0.0,13.6,3.67,23.55
1628,25.36,5.0,1.0,0.0,193.6,149.2,98.0,0.0,0.0,1.0,0.0,0.0,0.0,11.1,3.0,16.46
1629,35.11,4.0,0.0,1.0,180.2,206.5,125.0,0.0,0.0,3.0,0.0,0.0,0.0,12.2,3.29,15.32
1630,27.15,9.0,0.0,1.0,168.8,159.7,102.0,1.0,0.0,3.0,0.0,0.0,27.0,9.6,2.59,14.35
1631,34.8,2.0,1.0,0.0,209.4,204.7,118.0,1.0,0.0,2.0,0.0,0.0,27.0,7.0,1.89,17.8
1632,36.24,4.0,0.0,0.0,120.7,213.2,79.0,0.0,1.0,1.0,0.0,0.0,0.0,7.5,2.03,10.26
1633,19.84,6.0,1.0,0.0,213.8,116.7,92.0,0.0,0.0,2.0,0.0,0.0,0.0,9.7,2.62,18.17
1634,44.78,4.0,0.0,0.0,235.5,263.4,101.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,3.51,20.02
1635,23.83,2.0,0.0,0.0,213.9,140.2,97.0,0.0,1.0,1.0,0.0,0.0,0.0,7.1,1.92,18.18
1636,33.61,3.0,1.0,0.0,127.6,197.7,101.0,0.0,0.0,1.0,0.0,0.0,0.0,13.5,3.65,10.85
1637,15.05,3.0,1.0,0.0,178.8,88.5,87.0,1.0,0.0,2.0,0.0,0.0,16.0,11.5,3.11,15.2
1638,36.6,9.0,1.0,0.0,242.4,215.3,58.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,3.27,20.6
1639,34.65,5.0,0.0,1.0,267.1,203.8,118.0,1.0,0.0,0.0,0.0,0.0,25.0,7.3,1.97,22.7
1640,45.63,3.0,0.0,1.0,222.2,268.4,112.0,1.0,0.0,0.0,0.0,0.0,34.0,10.3,2.78,18.89
1641,27.05,4.0,1.0,0.0,269.8,159.1,104.0,0.0,0.0,1.0,0.0,0.0,0.0,10.3,2.78,22.93
1642,19.45,5.0,1.0,0.0,127.7,114.4,122.0,0.0,0.0,2.0,0.0,0.0,0.0,10.1,2.73,10.85
1643,23.61,3.0,1.0,0.0,208.9,138.9,65.0,0.0,0.0,2.0,0.0,0.0,0.0,9.2,2.48,17.76
1644,31.62,6.0,1.0,0.0,237.4,186.0,55.0,0.0,0.0,1.0,0.0,0.0,0.0,12.2,3.29,20.18
1645,28.97,5.0,0.0,1.0,254.5,170.4,91.0,1.0,0.0,0.0,0.0,0.0,26.0,15.1,4.08,21.63
1646,27.97,3.0,0.0,0.0,230.9,164.5,95.0,0.0,1.0,4.0,0.0,0.0,0.0,9.9,2.67,19.63
1647,28.66,4.0,0.0,0.0,168.6,168.6,121.0,0.0,1.0,1.0,0.0,0.0,0.0,12.3,3.32,14.33
1648,44.4,2.0,0.0,0.0,250.8,261.2,119.0,0.0,1.0,0.0,0.0,1.0,0.0,9.8,2.65,21.32
1649,32.39,5.0,1.0,0.0,178.4,190.5,91.0,0.0,0.0,1.0,0.0,0.0,0.0,13.1,3.54,15.16
1650,30.79,9.0,0.0,1.0,314.4,181.1,121.0,0.0,0.0,2.0,0.0,0.0,0.0,4.2,1.13,26.72
1651,30.11,6.0,0.0,0.0,114.7,177.1,131.0,0.0,1.0,3.0,0.0,0.0,0.0,6.5,1.76,9.75
1652,27.29,4.0,1.0,0.0,240.5,160.5,114.0,0.0,0.0,1.0,0.0,0.0,0.0,11.3,3.05,20.44
1653,22.9,5.0,0.0,0.0,295.3,134.7,116.0,0.0,1.0,2.0,0.0,0.0,0.0,6.6,1.78,25.1
1654,33.69,1.0,0.0,1.0,139.1,198.2,107.0,1.0,0.0,2.0,0.0,0.0,28.0,8.8,2.38,11.82
1655,38.91,2.0,0.0,0.0,255.7,228.9,134.0,0.0,1.0,4.0,1.0,1.0,0.0,10.1,2.73,21.73
1656,41.09,3.0,0.0,0.0,135.8,241.7,137.0,0.0,1.0,0.0,0.0,0.0,0.0,13.1,3.54,11.54
1657,22.29,4.0,1.0,0.0,176.2,131.1,108.0,0.0,0.0,1.0,0.0,0.0,0.0,4.3,1.16,14.98
1658,39.8,9.0,1.0,0.0,200.2,234.1,101.0,0.0,0.0,2.0,0.0,0.0,0.0,13.1,3.54,17.02
1659,34.02,5.0,1.0,0.0,300.9,200.1,72.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9,3.21,25.58
1660,26.18,7.0,0.0,0.0,94.4,154.0,107.0,0.0,1.0,1.0,0.0,0.0,0.0,10.1,2.73,8.02
1661,38.11,4.0,1.0,0.0,189.6,224.2,106.0,1.0,0.0,0.0,0.0,0.0,23.0,9.8,2.65,16.12
1662,25.21,6.0,0.0,1.0,181.6,148.3,83.0,0.0,0.0,3.0,0.0,0.0,0.0,8.3,2.24,15.44
1663,29.68,5.0,1.0,0.0,176.6,174.6,76.0,1.0,0.0,2.0,0.0,0.0,24.0,8.8,2.38,15.01
1664,23.55,7.0,1.0,0.0,153.2,138.5,110.0,0.0,0.0,1.0,0.0,0.0,0.0,11.1,3.0,13.02
1665,18.53,2.0,0.0,0.0,265.8,109.0,69.0,0.0,1.0,1.0,0.0,0.0,0.0,12.6,3.4,22.59
1666,27.59,8.0,0.0,0.0,212.5,162.3,99.0,0.0,1.0,4.0,0.0,0.0,0.0,11.1,3.0,18.06
1667,35.84,3.0,1.0,0.0,189.6,210.8,84.0,0.0,0.0,2.0,0.0,0.0,0.0,16.4,4.43,16.12
1668,24.21,7.0,1.0,0.0,318.7,142.4,107.0,0.0,0.0,1.0,0.0,0.0,0.0,11.1,3.0,27.09
1669,38.0,5.0,1.0,0.0,235.1,223.5,104.0,1.0,0.0,2.0,0.0,0.0,37.0,10.6,2.86,19.98
1670,31.03,2.0,0.0,1.0,232.1,182.5,65.0,0.0,0.0,2.0,0.0,0.0,0.0,7.5,2.03,19.73
1671,32.91,3.0,0.0,0.0,238.2,193.6,66.0,0.0,1.0,0.0,0.0,0.0,0.0,12.9,3.48,20.25
1672,32.71,6.0,1.0,0.0,156.9,192.4,111.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.97,13.34
1673,39.64,4.0,0.0,1.0,113.3,233.2,88.0,1.0,0.0,0.0,0.0,0.0,28.0,16.1,4.35,9.63
1674,27.0,4.0,0.0,1.0,188.5,158.8,53.0,0.0,0.0,2.0,0.0,0.0,0.0,9.8,2.65,16.02
1675,21.44,4.0,1.0,0.0,274.7,126.1,112.0,0.0,0.0,1.0,0.0,0.0,0.0,9.8,2.65,23.35
1676,49.37,5.0,0.0,1.0,253.9,290.4,108.0,0.0,0.0,3.0,0.0,1.0,0.0,10.1,2.73,21.58
1677,10.3,7.0,0.0,0.0,165.9,60.6,113.0,1.0,1.0,0.0,0.0,0.0,30.0,13.3,3.59,14.1
1678,25.23,6.0,1.0,0.0,193.8,148.4,95.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,1.86,16.47
1679,41.91,3.0,1.0,0.0,216.3,246.5,108.0,0.0,0.0,2.0,0.0,0.0,0.0,12.7,3.43,18.39
1680,50.68,4.0,0.0,0.0,201.3,298.1,112.0,0.0,1.0,2.0,0.0,1.0,0.0,9.7,2.62,17.11
1681,20.28,4.0,0.0,1.0,185.1,119.3,82.0,0.0,0.0,2.0,0.0,0.0,0.0,10.9,2.94,15.73
1682,41.23,7.0,0.0,0.0,232.9,242.5,82.0,0.0,1.0,0.0,0.0,0.0,0.0,9.6,2.59,19.8
1683,37.76,2.0,0.0,0.0,160.6,222.1,89.0,1.0,1.0,0.0,1.0,1.0,18.0,13.6,3.67,13.65
1684,40.15,6.0,0.0,0.0,273.9,236.2,135.0,0.0,1.0,2.0,0.0,1.0,0.0,10.1,2.73,23.28
1685,24.51,4.0,0.0,1.0,212.2,144.2,87.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,2.57,18.04
1686,26.28,1.0,0.0,0.0,241.6,154.6,100.0,1.0,1.0,3.0,0.0,0.0,19.0,12.6,3.4,20.54
1687,23.36,6.0,1.0,0.0,176.7,137.4,100.0,1.0,0.0,2.0,0.0,0.0,25.0,10.2,2.75,15.02
1688,17.63,1.0,1.0,0.0,127.0,103.7,93.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,3.89,10.8
1689,23.22,2.0,1.0,0.0,209.4,136.6,112.0,0.0,0.0,4.0,0.0,1.0,0.0,12.2,3.29,17.8
1690,49.27,4.0,0.0,0.0,255.6,289.8,101.0,0.0,1.0,2.0,0.0,1.0,0.0,11.7,3.16,21.73
1691,33.35,1.0,0.0,1.0,176.5,196.2,129.0,0.0,0.0,0.0,1.0,1.0,0.0,15.2,4.1,15.0
1692,33.25,4.0,0.0,1.0,126.4,195.6,71.0,0.0,0.0,1.0,0.0,0.0,0.0,14.2,3.83,10.74
1693,37.77,7.0,1.0,0.0,162.5,222.2,96.0,0.0,0.0,4.0,0.0,0.0,0.0,11.9,3.21,13.81
1694,29.39,1.0,0.0,1.0,183.0,172.9,119.0,0.0,0.0,0.0,1.0,1.0,0.0,9.8,2.65,15.56
1695,26.27,3.0,0.0,1.0,216.2,154.5,84.0,0.0,0.0,1.0,0.0,0.0,0.0,13.7,3.7,18.38
1696,15.37,2.0,0.0,1.0,276.2,90.4,108.0,0.0,0.0,1.0,0.0,0.0,0.0,12.7,3.43,23.48
1697,18.04,3.0,0.0,0.0,157.6,106.1,95.0,0.0,1.0,1.0,0.0,0.0,0.0,8.1,2.19,13.4
1698,4.59,3.0,1.0,0.0,160.9,27.0,117.0,0.0,0.0,3.0,0.0,0.0,0.0,10.7,2.89,13.68
1699,41.65,6.0,0.0,1.0,180.4,245.0,112.0,0.0,0.0,1.0,0.0,0.0,0.0,9.7,2.62,15.33
1700,33.44,5.0,0.0,0.0,205.9,196.7,85.0,0.0,1.0,3.0,0.0,0.0,0.0,11.2,3.02,17.5
1701,22.3,6.0,0.0,0.0,106.5,131.2,98.0,1.0,1.0,2.0,0.0,0.0,26.0,10.2,2.75,9.05
1702,25.43,4.0,0.0,0.0,239.8,149.6,96.0,1.0,1.0,2.0,0.0,0.0,23.0,7.4,2.0,20.38
1703,40.77,10.0,1.0,0.0,251.8,239.8,70.0,0.0,0.0,1.0,0.0,0.0,0.0,10.9,2.94,21.4
1704,24.16,4.0,0.0,0.0,193.0,142.1,77.0,1.0,1.0,1.0,0.0,0.0,31.0,11.0,2.97,16.41
1705,19.62,3.0,0.0,1.0,178.7,115.4,137.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,1.62,15.19
1706,32.81,8.0,0.0,1.0,224.8,193.0,99.0,1.0,0.0,2.0,0.0,0.0,31.0,10.3,2.78,19.11
1707,35.04,1.0,1.0,0.0,224.6,206.1,49.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,3.51,19.09
1708,27.25,2.0,1.0,0.0,221.3,160.3,138.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,3.02,18.81
1709,33.98,7.0,1.0,0.0,288.4,199.9,108.0,0.0,0.0,1.0,0.0,0.0,0.0,11.3,3.05,24.51
1710,36.23,3.0,1.0,0.0,206.2,213.1,105.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,2.4,17.53
1711,30.31,1.0,1.0,0.0,235.0,178.3,102.0,0.0,0.0,3.0,0.0,0.0,0.0,10.9,2.94,19.98
1712,42.89,5.0,0.0,1.0,207.0,252.3,120.0,0.0,0.0,3.0,1.0,1.0,0.0,12.0,3.24,17.6
1713,33.61,5.0,1.0,0.0,136.7,197.7,64.0,0.0,0.0,4.0,0.0,0.0,0.0,13.2,3.56,11.62
1714,18.89,3.0,0.0,1.0,217.9,111.1,105.0,1.0,0.0,2.0,0.0,0.0,29.0,6.6,1.78,18.52
1715,16.41,3.0,1.0,0.0,210.2,96.5,86.0,0.0,0.0,1.0,0.0,1.0,0.0,12.5,3.38,17.87
1716,26.67,5.0,1.0,0.0,122.2,156.9,109.0,0.0,0.0,3.0,0.0,0.0,0.0,11.3,3.05,10.39
1717,20.96,2.0,1.0,0.0,170.0,123.3,78.0,0.0,0.0,1.0,0.0,0.0,0.0,12.7,3.43,14.45
1718,35.17,4.0,0.0,0.0,167.7,206.9,134.0,0.0,1.0,0.0,1.0,0.0,0.0,10.9,2.94,14.25
1719,42.47,4.0,1.0,0.0,261.9,249.8,96.0,0.0,0.0,3.0,0.0,1.0,0.0,12.7,3.43,22.26
1720,24.48,7.0,0.0,0.0,224.7,144.0,102.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,2.7,19.1
1721,50.92,5.0,1.0,0.0,163.4,299.5,83.0,1.0,0.0,0.0,0.0,0.0,33.0,11.6,3.13,13.89
1722,38.42,4.0,1.0,0.0,304.6,226.0,127.0,0.0,0.0,2.0,0.0,1.0,0.0,12.6,3.4,25.89
1723,23.39,6.0,1.0,0.0,143.5,137.6,106.0,0.0,0.0,2.0,0.0,0.0,0.0,9.6,2.59,12.2
1724,35.99,3.0,1.0,0.0,139.2,211.7,121.0,1.0,0.0,1.0,1.0,0.0,26.0,11.1,3.0,11.83
1725,15.25,4.0,1.0,0.0,179.8,89.7,80.0,0.0,0.0,2.0,0.0,0.0,0.0,9.5,2.57,15.28
1726,33.59,8.0,0.0,0.0,246.5,197.6,126.0,0.0,1.0,2.0,1.0,0.0,0.0,12.5,3.38,20.95
1727,45.9,5.0,0.0,0.0,256.6,270.0,102.0,0.0,1.0,2.0,0.0,1.0,0.0,12.0,3.24,21.81
1728,33.03,2.0,0.0,1.0,123.6,194.3,99.0,0.0,0.0,2.0,0.0,0.0,0.0,10.2,2.75,10.51
